"X","Data","n","p","Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM","Mean_CORR","High_Corr_Count"
36,"581_fri_c3_500_25",500,26,"S1",3,0.871616717427527,0.067342445221967,0.0875359054832802,310.136766228828,0.754705234379191,10,1123.443,"x3","x4","cos_deg(sigmoid(x2))",1,1,1,0.0546327574308692,2
37,"582_fri_c1_500_25",500,26,"S1",3,0.967573736494249,0.0400060530613701,0.0513158801321171,399.93396840746,0.933621433614383,16,1669.16800000001,"troot(cos_deg(x1*x2))*x2","cos_deg(cos_deg(x1*x2))","x5",1,1,1,0.0402194801995182,1
38,"583_fri_c1_1000_50",1000,51,"S1",3,0.967317146103552,0.0387247648518796,0.0505415108649592,937.574783846239,0.933549363969703,15,2317.01800000001,"x3","x4","sigmoid((x2*x2)*(x2*x3))*x2",1,1,1,0.0267338277895624,1
39,"584_fri_c4_500_25",500,26,"S1",3,0.858195093462338,0.0667189508512533,0.0864489146040112,337.64249445815,0.733098319158605,10,1320.18799999999,"cos_deg(x2)","x4","sigmoid(x2)*x2",1,1,1,0.0553081310437619,2
40,"586_fri_c3_1000_25",1000,26,"S1",3,0.986780858725471,0.0185486434353109,0.0239964620927058,1631.95799289916,0.973472015680619,12,1894.69,"sigmoid(sigmoid(x2*x1))","x3","p0(sigmoid(sin_deg(x2*x1)))",1,1,1,0.0404609164216473,2
41,"588_fri_c4_1000_100",1000,101,"S1",3,0.990855783992825,0.0169495652411664,0.020867904745825,1681.00212235104,0.980820251667367,11,3326.58000000002,"x3","sin_deg(x1*x2)","troot(sigmoid(sigmoid(x1*x2)))*x4",1,1,1,0.0263662518022845,2
42,"589_fri_c2_1000_25",1000,26,"S1",3,0.863878331000581,0.0710650621730454,0.0947198317577897,584.90385052342,0.744342178980515,11,2123.58499999999,"p0(sigmoid(x2*x2))","sigmoid(x2)*x2","cos_deg(x2)",1,1,1,0.0348767166122119,1
43,"590_fri_c0_1000_50",1000,51,"S1",3,0.977701162291573,0.0295396159826391,0.0381710887584163,1367.42776348986,0.955841973771301,6,1474.56899999999,"x1*x2","cos_deg(x1*x2)","x3*x3",1,1,1,0.0250759678270012,0
44,"591_fri_c1_100_10",100,11,"S1",3,0.884556299080189,0.105228731011917,0.125738972316268,27.0856919915728,0.726936057528645,8,430.312999999995,"x2*x2","x5*x4","cos_deg(x2)",0.999999943191118,0.99544610295179,0.972109298418766,0.100477215451482,1
45,"592_fri_c4_1000_25",1000,26,"S1",3,0.871860260069729,0.0648811182584606,0.0840864514310825,748.837718440167,0.759308827200825,11,2184.80899999998,"x2*x2","sigmoid(x2*x2)","x4",1,1,1,0.0481237920902837,2
46,"593_fri_c1_1000_10",1000,11,"S1",3,0.880805558456637,0.0722677402730731,0.0950977821034007,616.064137657341,0.772738287004736,13,1523.77300000002,"sigmoid(x2*x2)","x2*sigmoid(x2*x2)","x2*sigmoid(x2)",1,1,1,0.054043094964599,1
47,"594_fri_c2_100_5",100,6,"S1",3,0.536670507898261,0.155330532724617,0.19630542862093,18.0128269352604,0.218954095077832,9,441.396000000008,"sin_deg(x1)","x4","x5",0.999836721849244,0.99502394898744,0.992754559401563,0.312844707699979,1
48,"595_fri_c0_1000_10",1000,11,"S1",3,0.935552052500268,0.0546951584058663,0.066574393255922,916.859738072426,0.875188050468537,5,1390.31599999999,"x2*x1","x4","cos_deg(x2*x1)",1,1,0.999939826321267,0.020451902677856,0
49,"596_fri_c2_250_5",250,6,"S1",3,0.790652850772312,0.120680180608795,0.14504590293804,59.814792945813,0.614794484169137,9,685.519,"cos_deg(x2)","sin_deg(x2)","x1",1,1,0.900287526479506,0.310290168005418,1
50,"597_fri_c2_500_5",500,6,"S1",3,0.617154621233705,0.137977683962803,0.16566830078687,94.8217694109584,0.372790585352487,9,1077.58300000001,"x4","cos_deg(x3)","x5",0.999999999238432,0.999999250976312,0.999995354328519,0.294667706012778,1
51,"598_fri_c0_1000_25",1000,26,"S1",3,0.977244880367745,0.0349413312747239,0.0428804946460811,1269.00127851001,0.954706052053951,6,1548.66999999998,"cos_deg(x1*x2)*cos_deg(x1*x2)","cos_deg(x3)","x4",1,1,1,0.0260605029910167,0
52,"599_fri_c2_1000_5",1000,6,"S1",3,0.816194602356012,0.0986493948753889,0.122992459723019,442.148030687736,0.666123293324176,9,1760.78900000002,"x5","x2*x2","troot(x2*x2)",1,1,0.999999999990453,0.276608493752262,1
53,"601_fri_c1_250_5",250,6,"S1",3,0.817127580053503,0.0891549721692448,0.12457510331803,119.680762760754,0.637315740524478,9,811.534000000014,"x2*x2","cos_deg(x2)","x5",0.999999523314427,0.999999456056857,0.888596925099045,0.14911272804801,1
54,"602_fri_c3_250_10",250,11,"S1",3,0.896660699460021,0.0612246497379275,0.0720850526910203,157.193447502581,0.788337786232399,11,669.888000000006,"x2*x1","x1*sigmoid(x2)","x2",1,1,0.999999992139107,0.164897979095035,2
55,"603_fri_c0_250_50",250,51,"S1",3,0.980190340649586,0.0287287520186818,0.0383620141867764,319.466400073801,0.957714261209883,9,766.005999999994,"cos_deg(x2*x1)","x2*x1","x5",1,1,0.999974601230199,0.0492289039509375,0
56,"604_fri_c4_500_10",500,11,"S1",3,0.952503914671391,0.0453868014569559,0.0556347823434289,436.924839966591,0.90718251649844,17,1298.23300000001,"x1","cos_deg(x2)","sigmoid(x1)",1,1,1,0.18311580938671,2
57,"605_fri_c2_250_25",250,26,"S1",3,0.843452465242939,0.0972222870745298,0.125311092028553,99.3181982681946,0.681633880190645,7,738.652999999991,"x2","sigmoid(x2)","sin_deg(x2)",1,0.999999999999682,0.999999999999682,0.0611440213881474,1
58,"606_fri_c2_1000_10",1000,11,"S1",3,0.97008283755861,0.039658247210771,0.0506425469329474,994.192031501912,0.940992263808082,17,2330.02799999999,"(x3*x3)*x4","sigmoid((x2*x2)*x1)","x2*x2",1,1,1,0.0747005654730325,1
59,"607_fri_c4_1000_50",1000,51,"S1",3,0.913670771865539,0.0476084312438991,0.0580714078682317,918.203073970366,0.834758810223042,13,2426.28,"sigmoid(sigmoid(x2*x2))","cos_deg(troot(p0(cos_deg(p0(cos_deg(x2))*x1)))*x2)","cos_deg(sigmoid(sigmoid(x2*x2)))",1,1,1,0.0299746590452734,2
60,"608_fri_c3_1000_10",1000,11,"S1",3,0.891189872574777,0.0557376492410474,0.0719650325600403,755.884054293617,0.792688906442782,12,1947.83800000002,"sin_deg(x5*x5)*x2","x4","cos_deg(sigmoid(x2))",1,1,0.999999999900694,0.135391640984522,2
61,"609_fri_c0_1000_5",1000,6,"S1",3,0.897391192469418,0.0710782749674775,0.0863838917751792,726.927363076981,0.80465476285885,9,1608.13,"x1","x5","sigmoid(x1)",1,1,1,0.0242958741999402,0
62,"611_fri_c3_100_5",100,6,"S1",3,0.65520110893532,0.113888102080194,0.138008402083206,24.693272036171,0.419171560233802,5,452.176000000007,"x3","cos_deg(x5)","x4",0.996603265740341,0.976478855383843,0.798971961893807,0.545198106748698,2
63,"612_fri_c1_1000_5",1000,6,"S1",3,0.779463406513735,0.0949651846351055,0.126829359834111,515.319929801044,0.605052828172727,8,1187.32399999999,"x2*x2","x5","cos_deg(x2)",1,1,1,0.160539507058489,1
64,"613_fri_c3_250_5",250,6,"S1",3,0.826029813320934,0.0808421587634054,0.10818129141866,158.109657961826,0.681308094463165,9,691.255000000005,"sigmoid(x2)","x2*(x2*x1)","sin_deg(x2)",0.999999999947998,0.999999988158463,0.999999903113173,0.539339557401223,2
65,"615_fri_c4_250_10",250,11,"S1",3,0.598927856526979,0.114057007061118,0.14033401240881,101.745633943043,0.319828464593445,7,600.465999999986,"x4","sin_deg(x5)","x5",0.99999999675401,0.586182987206354,0.541613570724556,0.175961909773079,2
66,"616_fri_c4_500_50",500,51,"S1",3,0.840368360536128,0.0694053195243223,0.0925186929625858,326.88786283554,0.684027348805274,15,1486.02799999999,"x4","cos_deg(x2)","x2*x2",1,0.999999998877231,0.99999709668587,0.0418240973090118,2
67,"617_fri_c3_500_5",500,6,"S1",3,0.771708870368399,0.0763531979528916,0.112196707468461,344.065623920617,0.588474638266686,9,1025.75899999999,"x3","x4","sigmoid(troot(x2))",1,1,1,0.554686397454268,2
68,"618_fri_c3_1000_50",1000,51,"S1",3,0.89692354971395,0.0621239500044937,0.0783982448446765,739.971795917392,0.801147477101224,13,2511.772,"(x3*x5)*x2","x4","cos_deg(x2)",1,0.999999999999993,0.999999999999988,0.0286173365822498,2
69,"620_fri_c1_1000_25",1000,26,"S1",3,0.991187224936696,0.0209653020366156,0.0254542957402401,1445.21342008217,0.982427286726961,13,1987.79000000001,"x1*x2","x4","sin_deg(x1*x2)",1,1,1,0.0304821346207317,1
70,"621_fri_c0_100_10",100,11,"S1",3,0.90993928751257,0.0960741479613986,0.11693875322716,52.3585910424217,0.79235100006734,7,490.625,"x1","sin_deg(x2)","x5",0.999999999598912,0.980605207570833,0.941950636822589,0.0793482276769348,0
71,"622_fri_c2_1000_50",1000,51,"S1",3,0.986034354369121,0.0273213782734875,0.0342997005173137,1189.41853858464,0.97200154005424,17,2460.54000000001,"x5","sigmoid((x2*x2)*sin_deg(x1))","(x2*x2)*sin_deg(x1)",1,1,1,0.0277565600218395,1
72,"623_fri_c4_1000_10",1000,11,"S1",3,0.904673652879332,0.0475084229538841,0.0623734138774365,850.506940456921,0.81820772688179,17,3499.28699999998,"sin_deg(x3)","troot(sigmoid(x1))","x3",1,1,1,0.168064207056904,2
73,"624_fri_c0_100_5",100,6,"S1",3,0.534156703004108,0.176288289610881,0.52102222927828,54.9768033083939,-8.52437213996136,8,525.888000000006,"p0(x2)","sigmoid(x1)","x1",0.999661919438472,0.936253297540726,0.738298343778671,0.0427249217697754,0
74,"626_fri_c2_500_50",500,51,"S1",3,0.791831312882101,0.0937201978405592,0.121949227050955,171.397423246881,0.607017153619928,13,1377.46799999999,"x5","x3*x4","sigmoid(x1)",0.999999999999999,0.999999999999889,0.99999999999943,0.038817319869931,1
75,"627_fri_c2_500_10",500,11,"S1",3,0.861526462734339,0.0761006024909622,0.102105796739322,251.359161835415,0.742131285075041,12,1102.128,"x4","cos_deg(x2*x2)","x5",1,0.999999999862106,0.999999993992325,0.0816411288666567,1
76,"628_fri_c3_1000_5",1000,6,"S1",3,0.861372717477352,0.0679969563498067,0.0855484955651458,578.480490513953,0.739952238704022,9,1559.20600000001,"x4","sigmoid(sigmoid(cos_deg(troot(x2))))","sigmoid(cos_deg(troot(x2)))",1,1,1,0.540232489701932,2
77,"631_fri_c1_500_5",500,6,"S1",3,0.821223870960183,0.0874001170634682,0.117481625582295,247.373134664427,0.671636668585233,9,989.099000000017,"sigmoid(x2)","x4","cos_deg(x2)",1,1,0.999999999999733,0.148650701183621,1
78,"633_fri_c0_500_25",500,26,"S1",3,0.980663437271486,0.0305984446128963,0.0389157695069499,649.363252958815,0.960962047908044,7,996.417999999976,"cos_deg(x1*x2)","x4","x1*x2",1,1,1,0.0380119449309093,0
79,"634_fri_c2_100_10",100,11,"S1",3,0.866849161349567,0.0949356790515047,0.133798501610401,13.2984414561619,0.717648732423081,11,451.369999999995,"x4","sigmoid(x2)","x5",0.998424742299075,0.990729919219937,0.902441566384636,0.137672033773961,1
80,"635_fri_c0_250_10",250,11,"S1",3,0.980245419564717,0.0370565728343071,0.0459024650348742,275.343057445294,0.959191627670754,9,830.541999999987,"cos_deg(x3)","x4","x1*x2",1,1,1,0.0557688273289419,0
81,"637_fri_c1_500_50",500,51,"S1",3,0.76660917300316,0.0898046708171429,0.113564799911155,219.632814912302,0.566132909799985,10,1444.55099999998,"x4","x5","sigmoid(x1)*x1",0.999999999976799,0.999999974631302,0.999999863223674,0.0362446318855656,1
82,"641_fri_c1_500_10",500,11,"S1",3,0.858279671896919,0.0763587028566023,0.101532368470415,235.266884302603,0.728598484022753,11,1274.05100000001,"sin_deg(x2*x2)","sigmoid(x2*x2)","cos_deg(x2)",1,0.999999999999991,0.999999999999991,0.0640710249342872,1
83,"643_fri_c2_500_25",500,26,"S1",3,0.82891358396609,0.0853006152179051,0.11767384305643,241.765476646177,0.678781119747377,13,1285.04999999999,"x4","sigmoid(x2)","x3",1,0.999999999999109,0.999999990422931,0.0409195728764403,1
84,"644_fri_c4_250_25",250,26,"S1",3,0.858398274599671,0.0723484246776681,0.0916837592599369,146.339873325364,0.710435383984147,16,918.040999999997,"sigmoid(x2)","sin_deg(x2)","sin_deg(x5)",1,1,0.999999999800123,0.0706351290205303,2
85,"645_fri_c3_500_50",500,51,"S1",3,0.924748906882291,0.0437916133092347,0.0547954875454113,392.696792831956,0.853563605100963,18,1652.30000000002,"sin_deg(1+(sigmoid(x1)+(sin_deg(x3)+x2)))","x2","cos_deg(sigmoid(x2))",1,1,1,0.0400944727098031,2
86,"646_fri_c3_500_10",500,11,"S1",3,0.861863752918108,0.0627763720174897,0.0827084077882373,389.207778019171,0.738707201944102,12,1028.804,"sin_deg(x3)","x1*(x2*x2)","x3",1,1,1,0.143726821095189,2
87,"647_fri_c1_250_10",250,11,"S1",3,0.794408496367656,0.103703045320819,0.140323445696239,104.494278723637,0.627853284472709,5,667.155999999988,"x4","x2","x5",1,0.999999981248302,0.99999900288711,0.105092023137299,1
88,"648_fri_c1_250_50",250,51,"S1",3,0.974023828176389,0.0408490637201977,0.052057645769692,237.247723570976,0.944796778046343,15,849.725999999995,"cos_deg(sigmoid(x2*x1))","sin_deg(x1*x2)","sigmoid(sigmoid(x2*x1))",1,1,1,0.0524052676038903,1
89,"649_fri_c0_500_5",500,6,"S1",3,0.925759293248651,0.0581012211611055,0.072421525095187,403.309357386637,0.843848001635414,9,1082.82199999999,"x4","x5","sin_deg(x2)",1,1,0.999999999999576,0.033420874972634,0
90,"650_fri_c0_500_50",500,51,"S1",3,0.982409698194952,0.0321137755162942,0.038758895488626,649.342793066418,0.963850599165141,12,1024.679,"cos_deg(x2*x1)","cos_deg(x3)","x3",1,1,0.871513402951084,0.0372228812317422,0
91,"651_fri_c0_100_25",100,26,"S1",3,0.978877843094235,0.0357306264711397,0.0451377791975174,105.583097553604,0.955696238867673,12,560.755000000005,"x2*x1","x4","x5",1,1,1,0.0796563707277795,0
92,"653_fri_c0_250_25",250,26,"S1",3,0.931799230465015,0.0571452443938229,0.0692256450520281,205.238163413301,0.867548947842585,8,673.360000000015,"sigmoid(x1*x2)","x5","x4",0.999999999999998,0.921217895282612,0.818541742760041,0.0557357575290344,0
93,"654_fri_c0_500_10",500,11,"S1",3,0.917967671538045,0.064496842168495,0.0780313756862921,433.954069797207,0.838226402480028,5,817.214999999997,"x4","sigmoid(x1*x2)","x5",1,1,0.996502496036916,0.0371529389327794,0
94,"656_fri_c1_100_5",100,6,"S1",3,0.805320736579977,0.117319315331367,0.145221468756407,28.6799662510574,0.646789585750982,8,489.152999999991,"sin_deg(x1)","x4","x1",0.999999988672032,0.999999928862883,0.706174154839854,0.152743589367343,1
95,"657_fri_c2_250_10",250,11,"S1",3,0.87511806116064,0.0934256187141351,0.117924643718241,91.7725397389188,0.761828820423257,15,886.969000000012,"x3","x4","sin_deg(x3)",0.999999999985036,0.999999999679202,0.999999997201322,0.108590938453923,1
96,"658_fri_c3_250_25",250,26,"S1",3,0.942570419342723,0.040515680259504,0.0503654148994693,202.591273585321,0.887283696376772,12,777.531000000017,"(x1*x2)*x2","x1*x2","sigmoid(x1*x2)",0.99999995231642,0.999999951736052,0.999999951714759,0.0698440848342794,2
97,"659_sleuth_ex1714",47,8,"S1",3,0.9008407727788,0.0458678455132817,0.0735304589028506,39.6946990760304,0.785069311803396,10,452.051999999996,"x6*x3","x3","x5",0.998639822759531,0.838416957876512,0.797481251713456,0.450515133423406,0
98,"663_rabe_266",120,3,"S1",3,0.998083797568395,0.0135330349251836,0.0169628946870737,218.718963045283,0.996130001997699,4,330.641000000003,"troot(x2)*x1","troot(x2)","x2",1,1,0.999999999006586,0,0
99,"665_sleuth_case2002",147,7,"S1",3,0.591876852408973,0.115357382344246,0.18458182605812,35.2822170524326,0.312824088617377,5,399.872000000003,"x6","x6","x5",0.642335596989303,0.548559456022877,0.538262244710822,0.176673527028864,0
100,"666_rmftsa_ladata",508,11,"S1",3,0.874976178646544,0.0474746482337983,0.0614919577496625,492.068996476966,0.758387671470464,7,781.733999999997,"cos_deg(x1)","x2","x3",0.999999999998412,0.690761218088949,0.489714945169746,0.425887775249786,6
101,"678_visualizing_environmental",111,4,"S1",3,0.55397300132844,0.114832769788269,0.161358954416598,34.5045797987906,0.236453396527053,3,361.02800000002,"x1","x2","x3",0.999811915967247,0.189475157152943,0.139826979648679,0.446990248788918,0
102,"687_sleuth_ex1605",62,6,"S1",3,0.830228577712399,0.115741111887199,0.139077061029024,17.1046464134963,0.592591300099807,5,361.440000000002,"x5","x4","x2",0.999628307824158,0.228600727271898,0.204969831325632,0.250949751082405,0
103,"690_visualizing_galaxy",323,5,"S1",3,0.933984428081305,0.0631883196914381,0.077932625977434,243.690331534824,0.871130375219838,8,770.834000000003,"x3","x1","x4",0.973222361696221,0.743068662187582,0.723234348540552,0.255754858205335,1
104,"695_chatfield_4",235,13,"S1",3,0.941781243582649,0.0606660453088084,0.0819127270527046,235.906943682814,0.865061281121908,6,567.328000000009,"x7","x11*x5","cos_deg(x6)",0.999974946542677,0.993044451172848,0.968611338527124,0.748700997402412,51
105,"706_sleuth_case1202",93,7,"S1",3,0.792335919144351,0.0988665131657176,0.126909464667271,38.7044861646896,0.60262093719369,4,399.795000000013,"x5","x5*x3","x3",0.999999565213139,0.936447857431176,0.255811515463284,0.296128288066476,0
106,"712_chscase_geyser1",222,3,"S1",3,0.863390251432461,0.108020143779275,0.129626219061206,124.328455987778,0.742653192527598,3,406.722999999998,"x2","x2","x1",0.666666837024991,0.666666837024991,0.498660158679931,0.0835543380949102,0
108,"auto_insurance_price",193,24,"S1",3,0.970629463578121,0.0329301968491787,0.0454283683113926,167.702916541749,0.920245122157041,10,594.010999999999,"x11*x20","x15*x1","x16",0.999998438065167,0.99960224920344,0.999019033695488,0.285088648343759,13
109,"first_principles_ideal_gas",30,4,"S1",3,0.998651195043699,0.0160932677716863,0.02140167462491,45.9568900676641,0.993337201246835,5,387.967000000004,"troot(x3)","troot(x1)","x2",0.999999999999998,0.999910744767345,0.663044176424468,0.0881101198278046,0
110,"first_principles_newton",30,4,"S1",3,0.410145178822909,0.224603743289657,0.251426774702353,-1.74307487061283,0.0534690792959172,5,322.343999999983,"troot(x1)","x3","x3",0.84532103116993,0.593199047238141,0.585723370048697,0.325908266648953,0
111,"first_principles_planck",100,3,"S1",3,0.982706309815754,0.0297229441120358,0.0832677896260095,94.9846148665855,0.59936863817518,5,473.685999999987,"x1*x2","x2*(x1*x2)","cos_deg(x1*x2)",1,0.99999999999949,0.999999385878813,0.00818782759614746,0
112,"first_principles_rydberg",50,3,"S1",3,0.997576542055825,0.0256720981784457,0.0307598117975637,63.0500342942348,0.993672934349826,5,454.290999999997,"x2","cos_deg(x1)","x1*x1",0.999969653276142,0.802814428185138,0.802769142387537,0.569022775410477,0
113,"nikuradse_1",362,3,"S1",3,0.975486668528352,0.0483666891761362,0.0660198436612122,306.438553074247,0.951392769494264,5,801.426999999996,"p0(x1)","x1*x1","sigmoid(x1)",1,0.999999998539685,0.999938540802838,0.152571125019066,0
115,"strogatz_bacres1",400,3,"S1",3,-0.553025910894073,0.486730764535912,0.522777792138597,813.461188865757,-9.63612123539633,5,380.348999999987,"x2","sin_deg(x2)","troot(x1)",1,1,0.999999999874238,0.0245198014527286,0
116,"strogatz_bacres2",400,3,"S1",3,-0.11134383026396,0.37114665887968,0.436647845726555,663.845673987913,-1.15670943135525,5,380.067999999999,"x2","sin_deg(x2)","troot(x1)",1,1,0.999999999874238,0.0245198014527286,0
117,"strogatz_barmag1",400,3,"S1",3,-0.300096542061332,0.502922788583273,0.516827491572645,389.196163341052,-16.1822021908226,4,554.873999999982,"x2","cos_deg(x2)","x1",0.999999999999999,0.99948103468148,0.916641427503807,0.00683849284926243,0
118,"strogatz_barmag2",400,3,"S1",3,-0.270987911353989,0.473781027095634,0.519986456732437,371.654265832926,-36.9962173132543,5,688.180999999982,"x2","sigmoid(x2)","x2*x1",1,1,1,0.00683849284926243,0
119,"strogatz_glider1",400,3,"S1",3,-0.994835777293831,0.279365432732716,0.329367150424595,32.7468051365883,-1.48437671074422,2,480.650000000023,"x1","x2",NA,0.99990216566633,0.384319355445557,NA,0.563772484434818,0
120,"strogatz_glider2",400,3,"S1",3,0.905834545091546,0.0857870514455062,0.0999886423250666,391.356881761935,0.625956327963708,3,603.102000000014,"p0(x1)","x1","x1",0.999999999889405,0.666666666666667,0.666666666666667,0.563772484434818,0
121,"strogatz_lv1",400,3,"S1",3,-0.482202107132593,0.490586705371575,0.505308587937046,1345.11551628914,-93742.7031331909,5,385.972999999998,"x1","x2","sigmoid(x1)",1,1,1,0.904019972050547,1
122,"strogatz_lv2",400,3,"S1",3,0.411598207222191,0.22138949272846,0.272518836658888,1349.34657269533,-2697.20263226253,5,387.784999999974,"x1","x2","sin_deg(x2)",1,1,1,0.904019972050547,1
123,"strogatz_predprey1",400,3,"S1",3,-0.972103246147358,0.615558097850591,0.624912905931848,814.101775295122,-292.434621300767,5,380.486000000004,"x1","x2","sin_deg(x2)",1,1,1,0.41360727465672,0
124,"strogatz_predprey2",400,3,"S1",3,-0.40983422112214,0.495255093758501,0.546523830427672,389.16121350531,-3.11762886844536,5,855.494999999995,"x1","x1*x1","(x1*x1)*x2",1,1,0.954897142670546,0.41360727465672,0
125,"strogatz_shearflow1",400,3,"S1",3,-0.184753401510602,0.269946125291078,0.341772377730194,411.904614425144,-41.1935912718273,5,756.239999999991,"x1*x2","x1","x1",1,0.666666666666669,0.666666666666663,0.672621916216022,0
126,"strogatz_shearflow2",400,3,"S1",3,0.0775077752738537,0.132855529794104,0.219881213661765,191.46513582511,-0.934374727455802,5,638.977000000014,"x2","x1","x2*x1",1,0.999999999999993,0.697520965130341,0.672621916216022,0
127,"strogatz_vdp1",400,3,"S1",3,-0.242544458183443,0.287103806348641,0.337539672181363,408.343685424942,-21.10012797685,5,854.590000000026,"x1","x1*x1","troot(x1)",1,1,1,0.51130748299378,0
128,"strogatz_vdp2",400,3,"S1",3,-1,0.552554201992151,0.611048263836758,10316.8494293171,-3.04479447237006,4,352.782999999996,"x1","x1","x2",0.999999814679678,0.999987491064121,0.936847356484797,0.51130748299378,0
129,"solar_flare",1066,10,"S1",3,0.455020271260412,0.0535927511055915,0.106729430303348,751.525278091492,0.180353055465122,3,690.552,"x3*x1","x4","x6",0.980491643484008,0.57288560816091,0.297790441562502,0.209493041264626,0
130,"auto_insurance_losses",159,24,"S1",3,-0.712607961371495,0.22806686614628,0.295279309493864,51.9367182199652,-1.95680321814565,10,419.922,"x6","x7*x1","x21",0.986445358934572,0.860918260924201,0.85247327881859,0.323849053040194,15
1,"_deprecated_195_auto_price",159,16,"S1",4,0.921052434754214,0.0460428163352464,0.0674394768351685,131.535359811659,0.841157749421578,5,417.887000000001,"x5*x7","x12","x5",0.999860691823815,0.969942830305518,0.598919986465728,0.380661948618152,11
2,"_deprecated_207_autoPrice",159,16,"S1",4,0.921052434754214,0.0460428163352464,0.0674394768351685,131.535359811659,0.841157749421578,5,413.294,"x5*x7","x12","x5",0.999860691823815,0.969942830305518,0.598919986465728,0.380661948618151,11
3,"1027_ESL",488,5,"S1",4,0.939090248680216,0.0487976380148858,0.0628360091490308,460.729502029261,0.881666346927066,7,850.706,"x1","x4*x2","p0(x1)",0.999997116455328,0.986039072774427,0.954976375942401,0.585962704350161,0
4,"1028_SWD",1000,11,"S1",4,0.642298930728281,0.161313766603208,0.206351722957147,79.2933462958219,0.412498923651473,10,906.386,"x10","x5","x8",0.999999999853472,0.999999842427882,0.999993989199094,0.126556494295518,0
5,"1029_LEV",1000,5,"S1",4,0.709233564776526,0.127021994207459,0.164259293498923,318.283551320143,0.492988659411357,4,791.419,"x1","x2","x3",1,1,1,0.0511735377999165,0
6,"1030_ERA",1000,5,"S1",4,0.650151645853316,0.155804133879189,0.195322401469987,143.308490071602,0.418434525539112,8,1189.255,"x1","x2","x3",0.822381776582726,0.727340580502481,0.724698469575673,0.0707040092319293,0
7,"1089_USCrime",47,14,"S1",4,0.843814871120652,0.125905607680794,0.153816751786961,33.2113465679096,0.6399503926966,10,412.116,"x13","x1","x3",0.999999968392346,0.996869373191193,0.994401185804121,0.328885802455492,1
8,"1096_FacultySalaries",50,5,"S1",4,0.965886076182172,0.0598941356247139,0.084163271103944,38.7277139445974,0.833282398952226,4,358.916999999999,"x2","x3","x4",0.775208984611498,0.764768187453149,0.719041570957587,0.543057953672732,3
9,"192_vineyard",52,3,"S1",4,0.889232641422217,0.0701231190929036,0.0843183420015297,25.1486159043029,0.74380728188321,3,442.904000000002,"x1","x2","x1*x2",0.999123132497373,0.991562721808994,0.931611898973208,0.722479253020938,0
10,"197_cpu_act",8192,22,"S1",4,0.988317332266535,0.018128333224882,0.0247210339430315,13662.6473817179,0.976760447871216,23,16216.278,"troot(x5)","x7","x8",1,1,1,0.239802137947572,8
11,"210_cloud",108,6,"S1",4,0.813685878344137,0.0528444951656826,0.0990997424828812,123.450963554464,0.65802229320941,5,413.952000000005,"x4","x3","x2",1,1,0.279028478239141,0.295149673934701,1
12,"225_puma8NH",8192,9,"S1",4,0.81619318234127,0.103565694564344,0.134062778663066,3587.4405617131,0.666069088727985,12,17956.931,"sin_deg(x2)","x3*x3","cos_deg(troot(x2*x3))",1,1,1,0.00673705326593091,0
13,"227_cpu_small",8192,13,"S1",4,0.977738709323938,0.0252042185373696,0.0340282890535219,12070.7810645686,0.955967360586688,19,13146.14,"sigmoid(x6)","x3","troot(x12)",1,1,1,0.230519031072177,1
14,"228_elusage",55,3,"S1",4,0.868109080592886,0.0864733886977502,0.111626379069487,26.4266332058196,0.748848528576711,5,339.179999999993,"x1","x1","x1",0.571174802355039,0.571174802355039,0.571174802355039,0.247939285177505,0
15,"229_pwLinear",200,11,"S1",4,0.946811866195876,0.0510940706610695,0.0652643668968445,165.248268046143,0.89504068624589,16,696.835000000006,"x1*x6","x1*x5","x7",1,0.999999999992863,0.99999998926416,0.0590043406393893,0
16,"230_machine_cpu",209,7,"S1",4,0.954938714195317,0.0266263200015451,0.0444527049515357,283.44614196197,0.882146651489015,11,602.451000000001,"x2*x6","sin_deg(x2)","x3*x2",1,1,0.999999989046543,0.460526636911951,0
17,"294_satellite_image",6435,37,"S1",4,0.892667782314845,0.121198235939181,0.164504972863812,1809.17365399819,0.79561773748306,26,12489.819,"x7","x22","cos_deg(x19*x26)",1,1,1,0.495801038234992,174
18,"4544_GeographicalOriginalofMusic",1059,118,"S1",4,0.908549080685961,0.0457198512595991,0.060926148530653,1058.66878410463,0.820886714458596,17,3098.977,"x42","x100","x99",1,1,0.999999999447408,0.263397249089202,988
19,"485_analcatdata_vehicle",48,5,"S1",4,0.821869466462322,0.115878074366481,0.159360252879641,10.206030997839,0.654488286731579,4,386.324000000008,"x1","x3","x2",0.999999593098105,0.906086143559418,0.420825841600973,0,0
20,"503_wind",6574,15,"S1",4,0.882838097410562,0.0579910412560265,0.0739000501792224,5744.28108240185,0.779227073844397,17,8967.141,"x10","cos_deg(x1)","x9",1,1,1,0.487403396146681,28
21,"505_tecator",240,125,"S1",4,0.998699289694231,0.00801566475088439,0.0103636236335055,559.119622400496,0.997344968160395,20,1106.341,"sigmoid(x112*x82)","x123","x124",1,1,1,0.78566953131616,5883
22,"519_vinnie",380,3,"S1",4,0.895380854907763,0.0826686293335222,0.103268089518824,240.516803983643,0.791604685012921,2,375.437999999995,"x2","x1",NA,1,0.136080027553497,NA,0.127748304527852,0
