"Experiment","Run","Number","Feature","Margs","Data"
"S3",1,"Feature1","x5*x7",0.999999982974589,"_deprecated_195_auto_price"
"S3",1,"Feature2","x12",0.99440711368104,"_deprecated_195_auto_price"
"S3",1,"Feature3","x5",0.327511594863278,"_deprecated_195_auto_price"
"S3",1,"Feature4","x7*x12",0.00241726168625606,"_deprecated_195_auto_price"
"S3",1,"Feature5","x12*x12",0.0015039858799586,"_deprecated_195_auto_price"
"S3",1,"Feature1","x5*x7",0.999999982974589,"_deprecated_207_autoPrice"
"S3",1,"Feature2","x12",0.99440711368104,"_deprecated_207_autoPrice"
"S3",1,"Feature3","x5",0.327511594863278,"_deprecated_207_autoPrice"
"S3",1,"Feature4","x7*x12",0.00241726168625606,"_deprecated_207_autoPrice"
"S3",1,"Feature5","x12*x12",0.0015039858799586,"_deprecated_207_autoPrice"
"S3",1,"Feature1","x4",0.997798479237955,"1027_ESL"
"S3",1,"Feature2","x2",0.917748604649202,"1027_ESL"
"S3",1,"Feature3","x1*x3",0.913583390411382,"1027_ESL"
"S3",1,"Feature4","x3",0.191623791942949,"1027_ESL"
"S3",1,"Feature5","x3",0.185689478691301,"1027_ESL"
"S3",1,"Feature6","x1",0.13064883465947,"1027_ESL"
"S3",1,"Feature7","x4*x2",0.0881875023464306,"1027_ESL"
"S3",1,"Feature8","x1*x1",0.00423496333799822,"1027_ESL"
"S3",1,"Feature1","troot(x3)",1,"1028_SWD"
"S3",1,"Feature2","x5",0.999999999846733,"1028_SWD"
"S3",1,"Feature3","x8",0.999998551042744,"1028_SWD"
"S3",1,"Feature4","x2",0.994817093534848,"1028_SWD"
"S3",1,"Feature5","x9",0.852803089826279,"1028_SWD"
"S3",1,"Feature6","x10",0.787602919888165,"1028_SWD"
"S3",1,"Feature7","x9",0.528090068820628,"1028_SWD"
"S3",1,"Feature8","x7",0.518677659088654,"1028_SWD"
"S3",1,"Feature9","x7",0.428997637867501,"1028_SWD"
"S3",1,"Feature10","x7*x10",0.396272355323197,"1028_SWD"
"S3",1,"Feature11","cos_deg(x2)",0.0332272386822633,"1028_SWD"
"S3",1,"Feature1","x1",1,"1029_LEV"
"S3",1,"Feature2","x2",1,"1029_LEV"
"S3",1,"Feature3","x3",1,"1029_LEV"
"S3",1,"Feature4","x4",1,"1029_LEV"
"S3",1,"Feature1","x3",0.999999999576221,"1030_ERA"
"S3",1,"Feature2","x4",0.977725875489451,"1030_ERA"
"S3",1,"Feature3","x2",0.699266914482851,"1030_ERA"
"S3",1,"Feature4","x2",0.655940960889453,"1030_ERA"
"S3",1,"Feature5","x1",0.599645390565699,"1030_ERA"
"S3",1,"Feature6","x1",0.597765421180737,"1030_ERA"
"S3",1,"Feature7","x1",0.548906354336948,"1030_ERA"
"S3",1,"Feature1","x13",0.999310888908709,"1089_USCrime"
"S3",1,"Feature2","x4",0.80413513189784,"1089_USCrime"
"S3",1,"Feature3","x1",0.683627075394181,"1089_USCrime"
"S3",1,"Feature4","x1",0.556770596671487,"1089_USCrime"
"S3",1,"Feature5","x5",0.470797201730153,"1089_USCrime"
"S3",1,"Feature6","x4",0.427187330442301,"1089_USCrime"
"S3",1,"Feature7","x10",0.0947782932560646,"1089_USCrime"
"S3",1,"Feature8","x9",0.0823293857911249,"1089_USCrime"
"S3",1,"Feature9","x12",0.0383842628434793,"1089_USCrime"
"S3",1,"Feature10","sin_deg(x1)",0.0171316316263084,"1089_USCrime"
"S3",1,"Feature11","cos_deg(x13)",0.00651615770108834,"1089_USCrime"
"S3",1,"Feature12","sigmoid(x8)",0.00613252034731215,"1089_USCrime"
"S3",1,"Feature13","x13*x4",0.00405842028729647,"1089_USCrime"
"S3",1,"Feature14","sigmoid(x5)",0.00303808301651635,"1089_USCrime"
"S3",1,"Feature1","x4",0.941212730894918,"1096_FacultySalaries"
"S3",1,"Feature2","x2",0.563762459236251,"1096_FacultySalaries"
"S3",1,"Feature3","x3",0.315523720293322,"1096_FacultySalaries"
"S3",1,"Feature4","x1",0.21189107733109,"1096_FacultySalaries"
"S3",1,"Feature1","x1",0.994075073695395,"192_vineyard"
"S3",1,"Feature2","x2",0.241982927151306,"192_vineyard"
"S3",1,"Feature1","x21",1,"197_cpu_act"
"S3",1,"Feature2","x18",1,"197_cpu_act"
"S3",1,"Feature3","x10",1,"197_cpu_act"
"S3",1,"Feature4","troot(x9)*cos_deg(x17)",1,"197_cpu_act"
"S3",1,"Feature5","p0(1+(p0(sigmoid(x18))*x21))",1,"197_cpu_act"
"S3",1,"Feature6","sin_deg(x3)",1,"197_cpu_act"
"S3",1,"Feature7","x20",1,"197_cpu_act"
"S3",1,"Feature8","(troot(sigmoid(x21))*x17)*x21",1,"197_cpu_act"
"S3",1,"Feature9","sin_deg(1+(x7+x5))",1,"197_cpu_act"
"S3",1,"Feature10","x18*cos_deg(p0(x21))",1,"197_cpu_act"
"S3",1,"Feature11","cos_deg(p0(x21))",1,"197_cpu_act"
"S3",1,"Feature12","p0(x21)",1,"197_cpu_act"
"S3",1,"Feature13","x16",1,"197_cpu_act"
"S3",1,"Feature14","x8",0.999999999999998,"197_cpu_act"
"S3",1,"Feature15","cos_deg(x17)",0.999999999999641,"197_cpu_act"
"S3",1,"Feature16","x1",0.999999961360174,"197_cpu_act"
"S3",1,"Feature17","x21*p0(x15)",0.994007102531623,"197_cpu_act"
"S3",1,"Feature18","p0(x20)",0.583198941220194,"197_cpu_act"
"S3",1,"Feature1","x4",1,"210_cloud"
"S3",1,"Feature2","x3",0.999999999996436,"210_cloud"
"S3",1,"Feature3","x5",0.838014203027718,"210_cloud"
"S3",1,"Feature4","x2",0.13066463598906,"210_cloud"
"S3",1,"Feature5","x1",0.106210787355027,"210_cloud"
"S3",1,"Feature1","x3*x3",1,"225_puma8NH"
"S3",1,"Feature2","cos_deg(cos_deg(troot(x2)))",1,"225_puma8NH"
"S3",1,"Feature3","x2*((x3*x3)*sigmoid(x3))",1,"225_puma8NH"
"S3",1,"Feature4","x2*sigmoid(x2*x3)",1,"225_puma8NH"
"S3",1,"Feature5","x3",0.782609640185838,"225_puma8NH"
"S3",1,"Feature6","x2",0.65217159832924,"225_puma8NH"
"S3",1,"Feature7","x3",0.608707803083263,"225_puma8NH"
"S3",1,"Feature8","x2",0.586956262112862,"225_puma8NH"
"S3",1,"Feature9","x3*x2",0.543516879865092,"225_puma8NH"
"S3",1,"Feature10","x3",0.543488556904204,"225_puma8NH"
"S3",1,"Feature11","x3*x2",0.456568031454493,"225_puma8NH"
"S3",1,"Feature12","x2",0.434788432993166,"225_puma8NH"
"S3",1,"Feature1","(sin_deg(x10)*x6)*x3",1,"227_cpu_small"
"S3",1,"Feature2","p0(x12)",1,"227_cpu_small"
"S3",1,"Feature3","x6",1,"227_cpu_small"
"S3",1,"Feature4","(sin_deg(x10)*p0(x12))*cos_deg(x10)",1,"227_cpu_small"
"S3",1,"Feature5","sin_deg(x10)",1,"227_cpu_small"
"S3",1,"Feature6","x9",1,"227_cpu_small"
"S3",1,"Feature7","cos_deg(x9)",1,"227_cpu_small"
"S3",1,"Feature8","x12*p0(x8)",1,"227_cpu_small"
"S3",1,"Feature9","sin_deg(x10)*p0(x12)",1,"227_cpu_small"
"S3",1,"Feature10","(x12*p0(x8))*x7",1,"227_cpu_small"
"S3",1,"Feature11","sin_deg(x10)*p0(x8)",1,"227_cpu_small"
"S3",1,"Feature12","x11",1,"227_cpu_small"
"S3",1,"Feature13","p0(x8)",1,"227_cpu_small"
"S3",1,"Feature14","p0(x8)*x6",0.99999999998374,"227_cpu_small"
"S3",1,"Feature15","x10",0.9166666672311,"227_cpu_small"
"S3",1,"Feature16","x1",0.833333333443566,"227_cpu_small"
"S3",1,"Feature17","x3",0.833333332690615,"227_cpu_small"
"S3",1,"Feature18","x1",0.666666666138122,"227_cpu_small"
"S3",1,"Feature19","x10",0.666666665519155,"227_cpu_small"
"S3",1,"Feature20","x3",0.666666665483781,"227_cpu_small"
"S3",1,"Feature1","x1",0.662608698046274,"228_elusage"
"S3",1,"Feature2","x1",0.662607063230259,"228_elusage"
"S3",1,"Feature3","cos_deg(x1)",0.334681309597437,"228_elusage"
"S3",1,"Feature4","x1*x1",0.33468053895543,"228_elusage"
"S3",1,"Feature5","sin_deg(x1)",0.252832189341118,"228_elusage"
"S3",1,"Feature1","(x1*x6)*x1",1,"229_pwLinear"
"S3",1,"Feature2","x2",1,"229_pwLinear"
"S3",1,"Feature3","x3",0.999999999997571,"229_pwLinear"
"S3",1,"Feature4","x2*x1",0.999999997292939,"229_pwLinear"
"S3",1,"Feature5","x1*x3",0.999999995454275,"229_pwLinear"
"S3",1,"Feature6","x7",0.999999993464276,"229_pwLinear"
"S3",1,"Feature7","x5",0.999988692353945,"229_pwLinear"
"S3",1,"Feature8","x5*x1",0.999589733377674,"229_pwLinear"
"S3",1,"Feature9","x1",0.670149147421037,"229_pwLinear"
"S3",1,"Feature10","x1",0.664721672043142,"229_pwLinear"
"S3",1,"Feature11","x3*x1",0.00439925729643035,"229_pwLinear"
"S3",1,"Feature12","x3*x1",0.00439925622533035,"229_pwLinear"
"S3",1,"Feature1","x4",0.9999999999986,"230_machine_cpu"
"S3",1,"Feature2","x3*x3",0.999999986289408,"230_machine_cpu"
"S3",1,"Feature3","x2",0.999959225559728,"230_machine_cpu"
"S3",1,"Feature4","x5",0.859269251233411,"230_machine_cpu"
"S3",1,"Feature5","x3",0.824177668306673,"230_machine_cpu"
"S3",1,"Feature6","cos_deg(x4)",0.0033379930087628,"230_machine_cpu"
"S3",1,"Feature7","x5*x4",0.0021041267440096,"230_machine_cpu"
"S3",1,"Feature8","x2*x4",0.00166402957051843,"230_machine_cpu"
"S3",1,"Feature1","x3",1,"294_satellite_image"
"S3",1,"Feature2","sin_deg(x23*x23)",1,"294_satellite_image"
"S3",1,"Feature3","x9",1,"294_satellite_image"
"S3",1,"Feature4","x10",1,"294_satellite_image"
"S3",1,"Feature5","cos_deg(x23)",1,"294_satellite_image"
"S3",1,"Feature6","x20*x21",1,"294_satellite_image"
"S3",1,"Feature7","x3*x33",1,"294_satellite_image"
"S3",1,"Feature8","x29*x25",1,"294_satellite_image"
"S3",1,"Feature9","x21",1,"294_satellite_image"
"S3",1,"Feature10","x25",1,"294_satellite_image"
"S3",1,"Feature11","x29",1,"294_satellite_image"
"S3",1,"Feature12","x33",1,"294_satellite_image"
"S3",1,"Feature13","sin_deg(x33)",1,"294_satellite_image"
"S3",1,"Feature14","sin_deg(x3*x33)",1,"294_satellite_image"
"S3",1,"Feature15","sin_deg(x23)",1,"294_satellite_image"
"S3",1,"Feature16","sigmoid(x9)",1,"294_satellite_image"
"S3",1,"Feature17","x23",0.999999983563563,"294_satellite_image"
"S3",1,"Feature18","x26",0.999999983562284,"294_satellite_image"
"S3",1,"Feature19","x27",0.999962698692723,"294_satellite_image"
"S3",1,"Feature20","x5",0.999822577783339,"294_satellite_image"
"S3",1,"Feature21","x18",0.999822577782554,"294_satellite_image"
"S3",1,"Feature22","x30",0.998198370413155,"294_satellite_image"
"S3",1,"Feature23","sigmoid(x27)",0.997754013364858,"294_satellite_image"
"S3",1,"Feature24","x34",0.970250051269437,"294_satellite_image"
"S3",1,"Feature25","x16",0.675236823500758,"294_satellite_image"
"S3",1,"Feature26","x23",0.352764181831196,"294_satellite_image"
"S3",1,"Feature1","x42",1,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature2","x99",1,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature3","x100",1,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature4","x71",0.999999999991138,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature5","x98",0.999974258804101,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature6","x97",0.999974219204728,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature7","x40",0.999974213088649,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature8","x69",0.999974213088087,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature9","x101",0.999974212911619,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature10","x44",0.999974205002061,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature11","x41",0.99997413747547,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature12","x29",0.999973679065185,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature13","x56",0.999965386156573,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature14","x73",0.999962232518153,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature15","x60",0.999944273865005,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature16","x20",0.999927386890559,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature17","x24",0.998584583481752,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature18","x1",0.994646914548511,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature19","x114",0.994607941591498,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature20","x43",0.994478356175945,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature21","x59",0.928506121748335,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature22","x94",0.551959052049184,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature23","x23",0.066181164980015,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature24","x55",0.063478658655865,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature25","x108",0.063466644692758,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature26","x105",0.06346251285287,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature27","x25",0.0500656126911809,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature28","x52",0.0454085387760894,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature29","x53",0.041587830885833,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature30","x106",0.0375875649287706,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature31","x57",0.037575751395961,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature32","x18",0.0375755626233648,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature33","x112",0.0375714307744426,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature34","x26",0.0337261362145471,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature35","x48",0.0259330345148582,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature36","x107",0.025911387516843,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature37","x109",0.0258914816242909,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature38","x28",0.025891270845841,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature39","x104",0.025891090132634,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature40","x47",0.0258910820712712,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature41","x58",0.0258910820712712,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature42","x7",0.0258701762180225,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature43","x61",0.0205410097799893,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature44","x62",0.0142956597035228,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature45","x19",0.00784678406636907,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature46","x50",0.00784130277102746,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature47","x27",0.0078371277242282,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature48","x14",0.00763515190354791,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature49","x90",0.00677292413611727,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature50","x46",0.00608631875254023,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature51","x95",0.00531423057828885,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature52","x36",0.00406256484916862,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature53","x45",0.00396627910316948,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature54","x2",0.003606265944445,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature55","x37",0.00322459546127371,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature56","x88",0.00306996949520727,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature57","x3",0.00306395319621839,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature58","x80",0.00279167762726745,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature59","x87",0.00279167757852559,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature60","x96",0.00278847968703948,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature61","x54",0.00264269939534513,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature62","x5",0.0023153302534412,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature63","x32",0.00218579634024029,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature64","x34",0.00206854707938846,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature65","x21",0.00204396523719906,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature66","x70",0.00176306774824477,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature67","x83",0.00175737089809838,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature68","x81",0.0017573489527495,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature69","x77",0.00175734207918433,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature70","x35",0.0016214081661981,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature71","x66",0.00157803265065135,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature72","x116",0.00154851825731602,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature73","x6",0.00151946964716144,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature74","x8",0.00150852188287477,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature75","x92",0.00145903438929575,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature76","x13",0.00141014475634967,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature77","x75",0.00139664231552766,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature78","x85",0.00138236594500844,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature79","x79",0.00138217477040204,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature80","x93",0.00136402377529281,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature81","x4",0.0013446274109945,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature82","x65",0.00133809121021926,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature83","x17",0.00109931035673182,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature84","x78",0.00103433655587551,"4544_GeographicalOriginalofMusic"
"S3",1,"Feature1","x1",0.999998686229897,"485_analcatdata_vehicle"
"S3",1,"Feature2","x3",0.985250344024102,"485_analcatdata_vehicle"
"S3",1,"Feature3","x2",0.466624373316329,"485_analcatdata_vehicle"
"S3",1,"Feature4","x4",0.14452999273867,"485_analcatdata_vehicle"
"S3",1,"Feature1","x2",1,"503_wind"
"S3",1,"Feature2","sin_deg(x2)",1,"503_wind"
"S3",1,"Feature3","sigmoid(x2)",1,"503_wind"
"S3",1,"Feature4","x9",1,"503_wind"
"S3",1,"Feature5","x1",1,"503_wind"
"S3",1,"Feature6","sigmoid(x1)",1,"503_wind"
"S3",1,"Feature7","x12",0.999999999999999,"503_wind"
"S3",1,"Feature8","x6",0.999999999999998,"503_wind"
"S3",1,"Feature9","cos_deg(x13)",0.999269692457899,"503_wind"
"S3",1,"Feature10","x5",0.888969860764589,"503_wind"
"S3",1,"Feature11","x10",0.805697322755611,"503_wind"
"S3",1,"Feature12","x13",0.722425626416536,"503_wind"
"S3",1,"Feature13","x13",0.694667800169898,"503_wind"
"S3",1,"Feature14","x5",0.694667265248114,"503_wind"
"S3",1,"Feature15","x14",0.666910641911135,"503_wind"
"S3",1,"Feature16","x10",0.639152943007101,"503_wind"
"S3",1,"Feature17","x14",0.610664393224159,"503_wind"
"S3",1,"Feature18","x13",0.472607431051767,"503_wind"
"S3",1,"Feature19","x13",0.360848537887442,"503_wind"
"S3",1,"Feature1","x123",1,"505_tecator"
"S3",1,"Feature2","x124",1,"505_tecator"
"S3",1,"Feature3","x52",0.999999999671868,"505_tecator"
"S3",1,"Feature4","x48",0.999999999306582,"505_tecator"
"S3",1,"Feature5","x95",0.999999911854862,"505_tecator"
"S3",1,"Feature6","x117",0.999998015858772,"505_tecator"
"S3",1,"Feature7","x80",0.999949634790652,"505_tecator"
"S3",1,"Feature8","x91",0.999903942066551,"505_tecator"
"S3",1,"Feature9","x41",0.999811382275371,"505_tecator"
"S3",1,"Feature10","x17",0.998149890437662,"505_tecator"
"S3",1,"Feature11","x6",0.92292909665226,"505_tecator"
"S3",1,"Feature12","x62",0.88962785752303,"505_tecator"
"S3",1,"Feature13","x47",0.842674206464423,"505_tecator"
"S3",1,"Feature14","x100",0.827653841277778,"505_tecator"
"S3",1,"Feature15","x120",0.825738124518543,"505_tecator"
"S3",1,"Feature16","x60",0.783929897546118,"505_tecator"
"S3",1,"Feature17","x63",0.765217748443803,"505_tecator"
"S3",1,"Feature18","x30",0.758552341486078,"505_tecator"
"S3",1,"Feature19","x53",0.611305281038867,"505_tecator"
"S3",1,"Feature20","x115",0.611206971329699,"505_tecator"
"S3",1,"Feature21","x81",0.610436333589434,"505_tecator"
"S3",1,"Feature22","x1",0.563915784023342,"505_tecator"
"S3",1,"Feature23","x21",0.544492928684943,"505_tecator"
"S3",1,"Feature24","x3",0.516836619435936,"505_tecator"
"S3",1,"Feature25","x96",0.389712801849014,"505_tecator"
"S3",1,"Feature26","x4",0.388786671387409,"505_tecator"
"S3",1,"Feature27","x98",0.385006858492055,"505_tecator"
"S3",1,"Feature28","x33",0.351335715844586,"505_tecator"
"S3",1,"Feature29","x45",0.218410543661627,"505_tecator"
"S3",1,"Feature30","x83",0.216654365615825,"505_tecator"
"S3",1,"Feature31","x111",0.216513432759345,"505_tecator"
"S3",1,"Feature32","x112",0.216511079104743,"505_tecator"
"S3",1,"Feature33","x107",0.177046853810847,"505_tecator"
"S3",1,"Feature34","x16",0.17455120274527,"505_tecator"
"S3",1,"Feature35","x24",0.172718928032804,"505_tecator"
"S3",1,"Feature36","x70",0.172715026337173,"505_tecator"
"S3",1,"Feature37","x38",0.172635809098773,"505_tecator"
"S3",1,"Feature38","x22",0.172525877031875,"505_tecator"
"S3",1,"Feature39","x103",0.172502997943906,"505_tecator"
"S3",1,"Feature40","x55",0.172502275475431,"505_tecator"
"S3",1,"Feature41","x122",0.172479352755009,"505_tecator"
"S3",1,"Feature42","x13",0.172407891460188,"505_tecator"
"S3",1,"Feature43","x74",0.172390728444604,"505_tecator"
"S3",1,"Feature44","x20",0.168652151340115,"505_tecator"
"S3",1,"Feature45","x79",0.0971874472606332,"505_tecator"
"S3",1,"Feature46","x15",0.0672874067028412,"505_tecator"
"S3",1,"Feature47","x35",0.0671034442221468,"505_tecator"
"S3",1,"Feature48","x73",0.0167391632064131,"505_tecator"
"S3",1,"Feature49","x84",0.0153209342973009,"505_tecator"
"S3",1,"Feature50","x8",0.00970118530660876,"505_tecator"
"S3",1,"Feature51","x101",0.00920328180791925,"505_tecator"
"S3",1,"Feature52","x26",0.00194954229970487,"505_tecator"
"S3",1,"Feature53","x78",0.00122840536458324,"505_tecator"
"S3",1,"Feature1","x2",0.571430280733186,"519_vinnie"
"S3",1,"Feature2","x2",0.571430280733186,"519_vinnie"
"S3",1,"Feature3","x2",0.571427887706736,"519_vinnie"
"S3",1,"Feature4","x1",0.0795572536857596,"519_vinnie"
"S3",1,"Feature1","x3",0.996575245098424,"522_pm10"
"S3",1,"Feature2","x1",0.918284961821337,"522_pm10"
"S3",1,"Feature3","x3*x4",0.842505359191365,"522_pm10"
"S3",1,"Feature4","x4",0.819847442635745,"522_pm10"
"S3",1,"Feature5","x1",0.52344736406379,"522_pm10"
"S3",1,"Feature6","x1",0.506784016084181,"522_pm10"
"S3",1,"Feature7","x4*x4",0.0214530206544722,"522_pm10"
"S3",1,"Feature8","troot(x1)",0.0014896541768613,"522_pm10"
"S3",1,"Feature1","p0(x1)",0.596183033645552,"523_analcatdata_neavote"
"S3",1,"Feature2","x1",0.464025550102783,"523_analcatdata_neavote"
"S3",1,"Feature3","x1",0.464025550102783,"523_analcatdata_neavote"
"S3",1,"Feature4","x1",0.463258003786229,"523_analcatdata_neavote"
"S3",1,"Feature5","x1*x1",0.408334640761952,"523_analcatdata_neavote"
"S3",1,"Feature1","x3",1,"527_analcatdata_election2000"
"S3",1,"Feature2","x7",1,"527_analcatdata_election2000"
"S3",1,"Feature3","x4",1,"527_analcatdata_election2000"
"S3",1,"Feature4","x8",1,"527_analcatdata_election2000"
"S3",1,"Feature5","x1",1,"527_analcatdata_election2000"
"S3",1,"Feature6","x9",1,"527_analcatdata_election2000"
"S3",1,"Feature7","x2",1,"527_analcatdata_election2000"
"S3",1,"Feature8","x10",1,"527_analcatdata_election2000"
"S3",1,"Feature9","x6",0.999999999995001,"527_analcatdata_election2000"
"S3",1,"Feature10","x3*x10",0.999999999991791,"527_analcatdata_election2000"
"S3",1,"Feature11","x5",0.999999999989972,"527_analcatdata_election2000"
"S3",1,"Feature12","x14",0.999999999989839,"527_analcatdata_election2000"
"S3",1,"Feature13","p0(x4)",0.999999999989833,"527_analcatdata_election2000"
"S3",1,"Feature14","x5",0.750000000011243,"527_analcatdata_election2000"
"S3",1,"Feature15","x6",0.500000000017445,"527_analcatdata_election2000"
"S3",1,"Feature16","x8",0.500000000012164,"527_analcatdata_election2000"
"S3",1,"Feature17","x4",0.250000000023457,"527_analcatdata_election2000"
"S3",1,"Feature1","x1",1,"529_pollen"
"S3",1,"Feature2","x2",1,"529_pollen"
"S3",1,"Feature3","x3",1,"529_pollen"
"S3",1,"Feature4","x4",1,"529_pollen"
"S3",1,"Feature1","x9",0.99999751735034,"542_pollution"
"S3",1,"Feature2","x14",0.990097967311827,"542_pollution"
"S3",1,"Feature3","x1",0.849283458891976,"542_pollution"
"S3",1,"Feature4","x2",0.573724331394281,"542_pollution"
"S3",1,"Feature5","x10",0.400589510488968,"542_pollution"
"S3",1,"Feature6","x6",0.383795066241009,"542_pollution"
"S3",1,"Feature7","x11",0.137103103799871,"542_pollution"
"S3",1,"Feature8","x7",0.125673114460624,"542_pollution"
"S3",1,"Feature9","x8",0.106083344276076,"542_pollution"
"S3",1,"Feature10","x13",0.081483203399725,"542_pollution"
"S3",1,"Feature11","x12",0.0647961316536882,"542_pollution"
"S3",1,"Feature12","x4",0.0598698134842346,"542_pollution"
"S3",1,"Feature13","x3",0.0463482959870091,"542_pollution"
"S3",1,"Feature14","x5",0.0320416157337916,"542_pollution"
"S3",1,"Feature15","x15",0.00987354311614588,"542_pollution"
"S3",1,"Feature1","x3",1,"547_no2"
"S3",1,"Feature2","x1",0.999998990418404,"547_no2"
"S3",1,"Feature3","x2",0.999812479467034,"547_no2"
"S3",1,"Feature4","x6",0.901968225017842,"547_no2"
"S3",1,"Feature5","x4",0.660287808040168,"547_no2"
"S3",1,"Feature6","x4",0.618210395519774,"547_no2"
"S3",1,"Feature7","x4*x1",0.566166186077616,"547_no2"
"S3",1,"Feature8","cos_deg(x4)",0.343346990718739,"547_no2"
"S3",1,"Feature1","x1",0.999217773114833,"556_analcatdata_apnea2"
"S3",1,"Feature2","cos_deg(x1)",0.998217611904152,"556_analcatdata_apnea2"
"S3",1,"Feature3","x1*x1",0.99821684123707,"556_analcatdata_apnea2"
"S3",1,"Feature4","sigmoid(x1)",0.572383022698543,"556_analcatdata_apnea2"
"S3",1,"Feature5","x2",0.566174449232047,"556_analcatdata_apnea2"
"S3",1,"Feature6","x2",0.564037953550542,"556_analcatdata_apnea2"
"S3",1,"Feature1","sigmoid(x2)",0.997188308779091,"557_analcatdata_apnea1"
"S3",1,"Feature2","sin_deg(x2)",0.994414395492143,"557_analcatdata_apnea1"
"S3",1,"Feature3","x2",0.666670275992277,"557_analcatdata_apnea1"
