"Experiment","Run","Number","Feature","Margs","Data"
"S3",5,"Feature3","x4",0.185186607821591,"687_sleuth_ex1605"
"S3",5,"Feature4","x2",0.130190994215415,"687_sleuth_ex1605"
"S3",5,"Feature5","x1",0.129290133961059,"687_sleuth_ex1605"
"S3",5,"Feature1","x4",1,"690_visualizing_galaxy"
"S3",5,"Feature2","troot(x2)",1,"690_visualizing_galaxy"
"S3",5,"Feature3","x2",0.999999999998024,"690_visualizing_galaxy"
"S3",5,"Feature4","sin_deg(troot(x2))",0.999999837385708,"690_visualizing_galaxy"
"S3",5,"Feature5","sigmoid(troot(x2))",0.999999497905664,"690_visualizing_galaxy"
"S3",5,"Feature6","x3",0.971234256753341,"690_visualizing_galaxy"
"S3",5,"Feature7","x1",0.916235145538333,"690_visualizing_galaxy"
"S3",5,"Feature1","x12",0.99888797270542,"695_chatfield_4"
"S3",5,"Feature2","x7",0.97791533532498,"695_chatfield_4"
"S3",5,"Feature3","x11",0.795092361412838,"695_chatfield_4"
"S3",5,"Feature4","x11",0.626749259023762,"695_chatfield_4"
"S3",5,"Feature5","x6",0.420285951482993,"695_chatfield_4"
"S3",5,"Feature6","x8",0.0625630878443708,"695_chatfield_4"
"S3",5,"Feature7","x8",0.0351394811736577,"695_chatfield_4"
"S3",5,"Feature8","x1",0.0239305625561832,"695_chatfield_4"
"S3",5,"Feature9","x3",0.00260906753880322,"695_chatfield_4"
"S3",5,"Feature10","sigmoid(x12)",0.00153911233349905,"695_chatfield_4"
"S3",5,"Feature11","sin_deg(x11)",0.00119716720218077,"695_chatfield_4"
"S3",5,"Feature1","x5",0.999998711193269,"706_sleuth_case1202"
"S3",5,"Feature2","x3*x5",0.368188424691098,"706_sleuth_case1202"
"S3",5,"Feature3","x5*x3",0.358288296902422,"706_sleuth_case1202"
"S3",5,"Feature4","x3",0.294041348489715,"706_sleuth_case1202"
"S3",5,"Feature5","x3",0.150825067930694,"706_sleuth_case1202"
"S3",5,"Feature6","x1",0.132073629217343,"706_sleuth_case1202"
"S3",5,"Feature7","x4",0.0593986427041545,"706_sleuth_case1202"
"S3",5,"Feature8","x2",0.0454567616951276,"706_sleuth_case1202"
"S3",5,"Feature9","x1",0.0308692967481158,"706_sleuth_case1202"
"S3",5,"Feature1","x2",1,"712_chscase_geyser1"
"S3",5,"Feature2","x1",0.256899604556419,"712_chscase_geyser1"
"S3",5,"Feature1","x10",0.999778704503719,"auto_insurance_losses"
"S3",5,"Feature2","x13",0.999611768018974,"auto_insurance_losses"
"S3",5,"Feature3","x15",0.999559437846346,"auto_insurance_losses"
"S3",5,"Feature4","x12",0.999547269436835,"auto_insurance_losses"
"S3",5,"Feature5","x1",0.992188735806226,"auto_insurance_losses"
"S3",5,"Feature6","x17",0.97117551668953,"auto_insurance_losses"
"S3",5,"Feature7","x4",0.811407343027653,"auto_insurance_losses"
"S3",5,"Feature8","x4",0.572874984547566,"auto_insurance_losses"
"S3",5,"Feature9","x3",0.445986308585455,"auto_insurance_losses"
"S3",5,"Feature10","sin_deg(x1)",0.0102504569696463,"auto_insurance_losses"
"S3",5,"Feature11","x4",0.00190493220996413,"auto_insurance_losses"
"S3",5,"Feature1","x15*x1",0.999999896935778,"auto_insurance_price"
"S3",5,"Feature2","x7",0.999999250639198,"auto_insurance_price"
"S3",5,"Feature3","x15*sin_deg(x1)",0.999985249606449,"auto_insurance_price"
"S3",5,"Feature4","cos_deg(x15)",0.999741936178699,"auto_insurance_price"
"S3",5,"Feature5","x12",0.850275814418426,"auto_insurance_price"
"S3",5,"Feature6","x3",0.702584788814992,"auto_insurance_price"
"S3",5,"Feature7","x1",0.57174428866159,"auto_insurance_price"
"S3",5,"Feature8","x12",0.149840294131447,"auto_insurance_price"
"S3",5,"Feature9","troot(x3)",0.00536618977359072,"auto_insurance_price"
"S3",5,"Feature10","x16",0.00499070847040103,"auto_insurance_price"
"S3",5,"Feature11","cos_deg(x3)",0.00270802525517857,"auto_insurance_price"
"S3",5,"Feature1","troot(x1)",1,"first_principles_ideal_gas"
"S3",5,"Feature2","troot(x3)",0.99999999986861,"first_principles_ideal_gas"
"S3",5,"Feature3","troot(x2)",0.975418322752893,"first_principles_ideal_gas"
"S3",5,"Feature4","x1",0.955517776937738,"first_principles_ideal_gas"
"S3",5,"Feature5","p0(troot(x3))",0.561199111734865,"first_principles_ideal_gas"
"S3",5,"Feature6","troot(troot(x3))",0.428103212534572,"first_principles_ideal_gas"
"S3",5,"Feature1","p0(x2*x3)",0.999452661783398,"first_principles_newton"
"S3",5,"Feature2","troot(x1)",0.963120364050082,"first_principles_newton"
"S3",5,"Feature3","x1",0.427455756753775,"first_principles_newton"
"S3",5,"Feature4","x1",0.425962177159172,"first_principles_newton"
"S3",5,"Feature5","sigmoid(x1)",0.0205036450358862,"first_principles_newton"
"S3",5,"Feature6","x2*x3",0.0134530118803436,"first_principles_newton"
"S3",5,"Feature1","(x1*(x1*x2))*x1",1,"first_principles_planck"
"S3",5,"Feature2","troot(1+x1)",1,"first_principles_planck"
"S3",5,"Feature3","x1*(x1*x2)",1,"first_principles_planck"
"S3",5,"Feature4","x1",0.666666666666667,"first_principles_planck"
"S3",5,"Feature5","x1",0.666666666666667,"first_principles_planck"
"S3",5,"Feature1","x1",1,"first_principles_rydberg"
"S3",5,"Feature2","troot(x1)",0.999999999998762,"first_principles_rydberg"
"S3",5,"Feature3","x2*troot(x1)",0.991359417605649,"first_principles_rydberg"
"S3",5,"Feature4","x2",0.648308489567634,"first_principles_rydberg"
"S3",5,"Feature5","x2",0.648308489567437,"first_principles_rydberg"
"S3",5,"Feature1","x1*(x1*x1)",1,"nikuradse_1"
"S3",5,"Feature2","x1*x1",1,"nikuradse_1"
"S3",5,"Feature3","(x1*x1)*(x1*(x1*x1))",0.999999999999449,"nikuradse_1"
"S3",5,"Feature4","x1",0.666666666666679,"nikuradse_1"
"S3",5,"Feature5","x1",0.666666666666679,"nikuradse_1"
"S3",5,"Feature1","x3",0.999983593873298,"solar_flare"
"S3",5,"Feature2","x2",0.954689861210856,"solar_flare"
"S3",5,"Feature3","x4",0.778290254618239,"solar_flare"
"S3",5,"Feature4","x1",0.140361139145597,"solar_flare"
"S3",5,"Feature5","x7",0.0357308950059827,"solar_flare"
"S3",5,"Feature6","x6",0.0193903039638184,"solar_flare"
"S3",5,"Feature7","x9",0.00887984976833173,"solar_flare"
"S3",5,"Feature8","x8",0.00323620921922524,"solar_flare"
"S3",5,"Feature9","x5",0.00314433626507007,"solar_flare"
"S3",5,"Feature1","x1",1,"strogatz_bacres1"
"S3",5,"Feature2","x1*x2",1,"strogatz_bacres1"
"S3",5,"Feature3","x1*x1",1,"strogatz_bacres1"
"S3",5,"Feature4","x2",0.666666666666692,"strogatz_bacres1"
"S3",5,"Feature5","x2",0.666666666666692,"strogatz_bacres1"
"S3",5,"Feature1","x1",1,"strogatz_bacres2"
"S3",5,"Feature2","x1*x2",1,"strogatz_bacres2"
"S3",5,"Feature3","x1*x1",1,"strogatz_bacres2"
"S3",5,"Feature4","x2",0.666666666666654,"strogatz_bacres2"
"S3",5,"Feature5","x2",0.666666666666654,"strogatz_bacres2"
"S3",5,"Feature1","x1",1,"strogatz_barmag1"
"S3",5,"Feature2","x2",0.666666698284448,"strogatz_barmag1"
"S3",5,"Feature3","x2",0.666666698284448,"strogatz_barmag1"
"S3",5,"Feature4","cos_deg(x2)",0.543554313512618,"strogatz_barmag1"
"S3",5,"Feature5","x2*x2",0.543331391199164,"strogatz_barmag1"
"S3",5,"Feature1","x2*x1",1,"strogatz_barmag2"
"S3",5,"Feature2","sin_deg(x2)",1,"strogatz_barmag2"
"S3",5,"Feature3","x1",0.996770145077433,"strogatz_barmag2"
"S3",5,"Feature4","x2",0.666666666755625,"strogatz_barmag2"
"S3",5,"Feature5","x2",0.666666666755625,"strogatz_barmag2"
"S3",5,"Feature1","x1",0.659318584646614,"strogatz_glider1"
"S3",5,"Feature2","x1",0.659318424603538,"strogatz_glider1"
"S3",5,"Feature3","x1*x1",0.0129394718837121,"strogatz_glider1"
"S3",5,"Feature4","x1*x1",0.00195347722333693,"strogatz_glider1"
"S3",5,"Feature1","x1",1,"strogatz_glider2"
"S3",5,"Feature2","x2*x1",0.999999999999443,"strogatz_glider2"
"S3",5,"Feature3","x2",0.664928232483681,"strogatz_glider2"
"S3",5,"Feature4","x2",0.664928232483426,"strogatz_glider2"
"S3",5,"Feature5","sigmoid(x2)",0.0142325205144059,"strogatz_glider2"
"S3",5,"Feature1","x1",1,"strogatz_lv1"
"S3",5,"Feature2","x2",1,"strogatz_lv1"
"S3",5,"Feature3","sigmoid(sigmoid(1+(x1+(x2+x1))))",1,"strogatz_lv1"
"S3",5,"Feature4","p0(1+(x1+(sigmoid(sigmoid(1+(x1+(x2+x1))))+x2)))",1,"strogatz_lv1"
"S3",5,"Feature5","p0(sigmoid(sigmoid(1+(x1+(x2+x1)))))",1,"strogatz_lv1"
"S3",5,"Feature1","x1",1,"strogatz_lv2"
"S3",5,"Feature2","x2",1,"strogatz_lv2"
"S3",5,"Feature3","x2*x1",1,"strogatz_lv2"
"S3",5,"Feature4","x1*troot(x1)",1,"strogatz_lv2"
"S3",5,"Feature5","sigmoid(x2*x1)",1,"strogatz_lv2"
"S3",5,"Feature1","x1",1,"strogatz_predprey1"
"S3",5,"Feature2","x1*x2",1,"strogatz_predprey1"
"S3",5,"Feature3","x1*x1",1,"strogatz_predprey1"
"S3",5,"Feature4","x2",0.666666666666667,"strogatz_predprey1"
"S3",5,"Feature5","x2",0.666666666666667,"strogatz_predprey1"
"S3",5,"Feature1","x1",1,"strogatz_predprey2"
"S3",5,"Feature2","x1*x2",1,"strogatz_predprey2"
"S3",5,"Feature3","x1*x1",1,"strogatz_predprey2"
"S3",5,"Feature4","x2",0.666666666666648,"strogatz_predprey2"
"S3",5,"Feature5","x2",0.666666666666648,"strogatz_predprey2"
"S3",5,"Feature1","x1",1,"strogatz_shearflow1"
"S3",5,"Feature2","x1*x2",0.999999991479157,"strogatz_shearflow1"
"S3",5,"Feature3","x2",0.756541681263223,"strogatz_shearflow1"
"S3",5,"Feature4","x1*x2",0.00332226762874636,"strogatz_shearflow1"
"S3",5,"Feature1","x2*x2",0.998904469999509,"strogatz_shearflow2"
"S3",5,"Feature2","x1*x1",0.841209465139168,"strogatz_shearflow2"
"S3",5,"Feature3","x2",0.702319462078945,"strogatz_shearflow2"
"S3",5,"Feature4","x1",0.677388536632704,"strogatz_shearflow2"
"S3",5,"Feature5","x1",0.661304594783969,"strogatz_shearflow2"
"S3",5,"Feature1","x1",0.999999977538192,"strogatz_vdp1"
"S3",5,"Feature2","x2*x1",0.999999947365448,"strogatz_vdp1"
"S3",5,"Feature3","x2",0.996782444757555,"strogatz_vdp1"
"S3",5,"Feature4","x1*x1",0.933786325196628,"strogatz_vdp1"
"S3",5,"Feature5","sin_deg(x2)",0.0335786380115736,"strogatz_vdp1"
"S3",5,"Feature1","x1",1,"strogatz_vdp2"
"S3",5,"Feature2","p0(x2)",1,"strogatz_vdp2"
"S3",5,"Feature3","x2*x2",0.998826309288577,"strogatz_vdp2"
"S3",6,"Feature1","x2",0.999581543260808,"_deprecated_195_auto_price"
"S3",6,"Feature2","x5*x7",0.999580452097561,"_deprecated_195_auto_price"
"S3",6,"Feature3","x8",0.637490137418601,"_deprecated_195_auto_price"
"S3",6,"Feature4","x7",0.20056197447698,"_deprecated_195_auto_price"
"S3",6,"Feature5","x7",0.122402979674659,"_deprecated_195_auto_price"
"S3",6,"Feature6","x5",0.106054319907866,"_deprecated_195_auto_price"
"S3",6,"Feature1","x2",0.999581543260808,"_deprecated_207_autoPrice"
"S3",6,"Feature2","x5*x7",0.999580452097561,"_deprecated_207_autoPrice"
"S3",6,"Feature3","x8",0.637490137418601,"_deprecated_207_autoPrice"
"S3",6,"Feature4","x7",0.20056197447698,"_deprecated_207_autoPrice"
"S3",6,"Feature5","x7",0.122402979674659,"_deprecated_207_autoPrice"
"S3",6,"Feature6","x5",0.106054319907866,"_deprecated_207_autoPrice"
"S3",6,"Feature1","x3",1,"1027_ESL"
"S3",6,"Feature2","x1",0.999999999311293,"1027_ESL"
"S3",6,"Feature3","p0(x1)",0.983044362284901,"1027_ESL"
"S3",6,"Feature4","x4",0.666689943578367,"1027_ESL"
"S3",6,"Feature5","x2",0.666675854165397,"1027_ESL"
"S3",6,"Feature6","x2",0.666665749400813,"1027_ESL"
"S3",6,"Feature7","x4",0.666655028210825,"1027_ESL"
"S3",6,"Feature1","x3",1,"1028_SWD"
"S3",6,"Feature2","x10",0.999999999994526,"1028_SWD"
"S3",6,"Feature3","x5",0.999999941427435,"1028_SWD"
"S3",6,"Feature4","x9",0.999941904528795,"1028_SWD"
"S3",6,"Feature5","x8",0.999621092991823,"1028_SWD"
"S3",6,"Feature6","x7",0.941867270763769,"1028_SWD"
"S3",6,"Feature7","x2",0.73054489152313,"1028_SWD"
"S3",6,"Feature8","x6",0.201463726656456,"1028_SWD"
"S3",6,"Feature9","x4",0.180270571810801,"1028_SWD"
"S3",6,"Feature10","x1",0.0499153240370239,"1028_SWD"
"S3",6,"Feature1","x2",1,"1029_LEV"
"S3",6,"Feature2","x1",0.999999999981102,"1029_LEV"
"S3",6,"Feature3","x4",0.714305125933002,"1029_LEV"
"S3",6,"Feature4","x4",0.714282427558182,"1029_LEV"
"S3",6,"Feature5","x3",0.714267501491757,"1029_LEV"
"S3",6,"Feature6","x3",0.571450071510079,"1029_LEV"
"S3",6,"Feature1","x1",1,"1030_ERA"
"S3",6,"Feature2","x2",1,"1030_ERA"
"S3",6,"Feature3","x3",1,"1030_ERA"
"S3",6,"Feature4","x4",0.940629570727095,"1030_ERA"
"S3",6,"Feature1","x13",0.999994306379891,"1089_USCrime"
"S3",6,"Feature2","x3",0.988373767959602,"1089_USCrime"
"S3",6,"Feature3","x7",0.807414919154184,"1089_USCrime"
"S3",6,"Feature4","x12",0.78754566149405,"1089_USCrime"
"S3",6,"Feature5","x7",0.497849821010402,"1089_USCrime"
"S3",6,"Feature6","x12",0.461122330604296,"1089_USCrime"
"S3",6,"Feature7","x13*x12",0.0190939143589792,"1089_USCrime"
"S3",6,"Feature8","sin_deg(x3)",0.016210707396719,"1089_USCrime"
"S3",6,"Feature9","x9",0.00339342636508287,"1089_USCrime"
"S3",6,"Feature10","x8",0.00275558280027168,"1089_USCrime"
"S3",6,"Feature11","troot(x7)",0.00151907887377047,"1089_USCrime"
"S3",6,"Feature12","x5",0.00117776661915124,"1089_USCrime"
"S3",6,"Feature1","x2",0.755776764193909,"1096_FacultySalaries"
"S3",6,"Feature2","x4",0.69423312854128,"1096_FacultySalaries"
"S3",6,"Feature3","x4",0.664338015226739,"1096_FacultySalaries"
"S3",6,"Feature4","x2",0.642786465078224,"1096_FacultySalaries"
"S3",6,"Feature5","x3",0.601436770214992,"1096_FacultySalaries"
"S3",6,"Feature6","x3",0.598523650126177,"1096_FacultySalaries"
"S3",6,"Feature7","x3",0.509998020222176,"1096_FacultySalaries"
"S3",6,"Feature8","x1",0.166558490005216,"1096_FacultySalaries"
"S3",6,"Feature1","x2",0.99498319003329,"192_vineyard"
"S3",6,"Feature2","x2*x1",0.984235728293023,"192_vineyard"
"S3",6,"Feature3","x1",0.666983526811427,"192_vineyard"
"S3",6,"Feature4","x1",0.666465672454007,"192_vineyard"
"S3",6,"Feature5","cos_deg(x1)",0.00895231678953195,"192_vineyard"
"S3",6,"Feature1","troot(sin_deg(x21))*x17",1,"197_cpu_act"
"S3",6,"Feature2","sin_deg(x20)",1,"197_cpu_act"
"S3",6,"Feature3","cos_deg(troot(x16))",1,"197_cpu_act"
"S3",6,"Feature4","x10",1,"197_cpu_act"
"S3",6,"Feature5","x21",1,"197_cpu_act"
"S3",6,"Feature6","troot(sin_deg(1+x21))",1,"197_cpu_act"
"S3",6,"Feature7","troot(sin_deg(x21))*x20",1,"197_cpu_act"
"S3",6,"Feature8","sin_deg(1+x21)",1,"197_cpu_act"
"S3",6,"Feature9","sin_deg(1+(x3+(x1+(sin_deg(x21)+sin_deg(x20)))))",1,"197_cpu_act"
"S3",6,"Feature10","troot(x21)",1,"197_cpu_act"
"S3",6,"Feature11","x18",1,"197_cpu_act"
"S3",6,"Feature12","sigmoid(x5)",1,"197_cpu_act"
"S3",6,"Feature13","x8",1,"197_cpu_act"
"S3",6,"Feature14","x7",1,"197_cpu_act"
"S3",6,"Feature15","x20",1,"197_cpu_act"
"S3",6,"Feature16","x17",0.999999999999993,"197_cpu_act"
"S3",6,"Feature17","x5",0.999999999999986,"197_cpu_act"
"S3",6,"Feature18","x21*x8",0.999999986528306,"197_cpu_act"
"S3",6,"Feature19","x9",0.999999986528305,"197_cpu_act"
"S3",6,"Feature20","x21*x21",0.999999986528305,"197_cpu_act"
"S3",6,"Feature21","x20",0.499999809131622,"197_cpu_act"
"S3",6,"Feature1","x3",1,"210_cloud"
"S3",6,"Feature2","x4",1,"210_cloud"
"S3",6,"Feature3","x2",0.864071519073845,"210_cloud"
"S3",6,"Feature4","x5",0.223877909397012,"210_cloud"
"S3",6,"Feature5","x1",0.102922807406962,"210_cloud"
"S3",6,"Feature1","sigmoid(x3)",1,"225_puma8NH"
"S3",6,"Feature2","(x3*x2)*x2",1,"225_puma8NH"
"S3",6,"Feature3","x3*x2",1,"225_puma8NH"
"S3",6,"Feature4","cos_deg(troot(x2))",1,"225_puma8NH"
"S3",6,"Feature5","sigmoid(x3)*sigmoid(x3)",1,"225_puma8NH"
"S3",6,"Feature6","x2",0.999999999998818,"225_puma8NH"
"S3",6,"Feature7","(x3*x2)*x3",0.9999999740514,"225_puma8NH"
"S3",6,"Feature1","x7",1,"227_cpu_small"
"S3",6,"Feature2","x8",1,"227_cpu_small"
"S3",6,"Feature3","sigmoid(1+x6)*x12",1,"227_cpu_small"
"S3",6,"Feature4","troot(x6)",1,"227_cpu_small"
"S3",6,"Feature5","troot(x11)",1,"227_cpu_small"
"S3",6,"Feature6","cos_deg(x12)",1,"227_cpu_small"
"S3",6,"Feature7","(sigmoid(1+x6)*x12)*(p0(x12)*x3)",1,"227_cpu_small"
"S3",6,"Feature8","troot(x9)",1,"227_cpu_small"
"S3",6,"Feature9","x12",1,"227_cpu_small"
"S3",6,"Feature10","x1",1,"227_cpu_small"
"S3",6,"Feature11","sin_deg(x12)",0.999999999999999,"227_cpu_small"
"S3",6,"Feature12","sigmoid(x8)",0.999999999999999,"227_cpu_small"
"S3",6,"Feature13","x3",0.999999999999921,"227_cpu_small"
"S3",6,"Feature14","x7*x5",0.999999999999853,"227_cpu_small"
"S3",6,"Feature15","troot(1+x12)",0.999999999787402,"227_cpu_small"
"S3",6,"Feature16","x5",0.99999999964701,"227_cpu_small"
"S3",6,"Feature17","x3*x5",0.999999999485739,"227_cpu_small"
"S3",6,"Feature18","x9*x12",0.996127104489373,"227_cpu_small"
"S3",6,"Feature19","x9",0.667957638724639,"227_cpu_small"
"S3",6,"Feature20","x9",0.66795763871515,"227_cpu_small"
"S3",6,"Feature1","x1",0.571428358252499,"228_elusage"
"S3",6,"Feature2","x1",0.571428358252499,"228_elusage"
"S3",6,"Feature3","x1",0.571428358150812,"228_elusage"
"S3",6,"Feature4","cos_deg(x1)",0.49798034090183,"228_elusage"
"S3",6,"Feature5","x1*x1",0.497960635459327,"228_elusage"
"S3",6,"Feature1","x2",1,"229_pwLinear"
"S3",6,"Feature2","x5",0.99999908236734,"229_pwLinear"
"S3",6,"Feature3","x3*x1",0.999997400954827,"229_pwLinear"
"S3",6,"Feature4","x7",0.998357660798193,"229_pwLinear"
"S3",6,"Feature5","x1*x2",0.996479903562465,"229_pwLinear"
"S3",6,"Feature6","x6",0.714902755995811,"229_pwLinear"
"S3",6,"Feature7","x3",0.69159423713074,"229_pwLinear"
"S3",6,"Feature8","x3",0.666812790017271,"229_pwLinear"
"S3",6,"Feature9","x6",0.618460296383059,"229_pwLinear"
"S3",6,"Feature10","x1",0.387618376915179,"229_pwLinear"
"S3",6,"Feature11","x1",0.290206988033787,"229_pwLinear"
"S3",6,"Feature12","sin_deg(x1*x2)",0.00317105091951625,"229_pwLinear"
"S3",6,"Feature13","x1*x2",0.00167409738727836,"229_pwLinear"
"S3",6,"Feature1","x6*x2",1,"230_machine_cpu"
"S3",6,"Feature2","x2*(x1*x4)",0.999974301680091,"230_machine_cpu"
"S3",6,"Feature3","sigmoid(x4)",0.799278035482236,"230_machine_cpu"
"S3",6,"Feature4","cos_deg(x3)",0.604256156505201,"230_machine_cpu"
"S3",6,"Feature5","x4",0.601699670448313,"230_machine_cpu"
"S3",6,"Feature6","x4",0.599779894920345,"230_machine_cpu"
"S3",6,"Feature7","cos_deg(x3)",0.403355819379252,"230_machine_cpu"
"S3",6,"Feature8","sin_deg(x4)",0.200824676260979,"230_machine_cpu"
"S3",6,"Feature1","x3",1,"294_satellite_image"
"S3",6,"Feature2","x9",1,"294_satellite_image"
"S3",6,"Feature3","x10",1,"294_satellite_image"
"S3",6,"Feature4","p0(sigmoid(x3))",1,"294_satellite_image"
"S3",6,"Feature5","x13",1,"294_satellite_image"
"S3",6,"Feature6","x16*x33",1,"294_satellite_image"
"S3",6,"Feature7","x29",1,"294_satellite_image"
"S3",6,"Feature8","x33",1,"294_satellite_image"
"S3",6,"Feature9","x35",1,"294_satellite_image"
"S3",6,"Feature10","((x11*x18)*x26)*((x11*x18)*x26)",1,"294_satellite_image"
"S3",6,"Feature11","cos_deg(x13)",1,"294_satellite_image"
"S3",6,"Feature12","sigmoid(x3)",1,"294_satellite_image"
"S3",6,"Feature13","cos_deg(x26)",1,"294_satellite_image"
"S3",6,"Feature14","sigmoid(x13)",1,"294_satellite_image"
"S3",6,"Feature15","x11",0.999999999999186,"294_satellite_image"
"S3",6,"Feature16","x11*x29",0.999999999987706,"294_satellite_image"
"S3",6,"Feature17","sigmoid(p0(sigmoid(x13)))",0.999999999962078,"294_satellite_image"
"S3",6,"Feature18","x11*x18",0.999999999961574,"294_satellite_image"
"S3",6,"Feature19","sin_deg(troot(sigmoid(x3)))",0.999999999961307,"294_satellite_image"
"S3",6,"Feature20","x24",0.999999999068225,"294_satellite_image"
"S3",6,"Feature21","x21",0.999999996819849,"294_satellite_image"
"S3",6,"Feature22","x25",0.999997772309863,"294_satellite_image"
"S3",6,"Feature23","x35*cos_deg(x9)",0.999988832753771,"294_satellite_image"
"S3",6,"Feature24","x18",0.999940955364277,"294_satellite_image"
"S3",6,"Feature25","sigmoid(x18)",0.999940099540301,"294_satellite_image"
"S3",6,"Feature26","x1",0.0344091066220119,"294_satellite_image"
"S3",6,"Feature27","x34",0.00288320824670016,"294_satellite_image"
"S3",6,"Feature1","x42",1,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature2","x100",1,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature3","x102",0.999999999305825,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature4","x43",0.999999971160982,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature5","x98",0.99999996122067,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature6","x71",0.999999956150183,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature7","x45",0.999997443181818,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature8","x99",0.999978945677438,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature9","x41",0.999785422016156,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature10","x69",0.999598705356697,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature11","x95",0.996804901559475,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature12","x37",0.996443194440289,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature13","x54",0.990091903071092,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature14","x40",0.986598847076267,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature15","x113",0.982532416218678,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature16","x48",0.981557644208286,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature17","x19",0.981105215817592,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature18","x26",0.977393244637783,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature19","x27",0.969179027722154,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature20","x50",0.967269503371465,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature21","x82",0.965713416462004,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature22","x87",0.965222036351614,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature23","x56",0.963398478531603,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature24","x112",0.96090668794572,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature25","x64",0.937122184937416,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature26","x110",0.91675177980529,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature27","x77",0.916749986908631,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature28","x55",0.895738972934672,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature29","x114",0.878094064817543,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature30","x49",0.862132739771529,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature31","x115",0.84055628002811,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature32","x109",0.804865484524327,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature33","x24",0.78779659971442,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature34","x34",0.712754014287959,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature35","x23",0.712384018830056,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature36","x107",0.674469103914629,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature37","x21",0.658958067950996,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature38","x52",0.609881462754239,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature39","x28",0.608406315769733,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature40","x104",0.559864661790083,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature41","x81",0.555488919783512,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature42","x1",0.440860558232263,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature43","x79",0.417996239068869,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature44","x10",0.348761079203768,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature45","x85",0.300486925518901,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature46","x108",0.288376560418555,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature47","x80",0.253833823264511,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature48","x2",0.0668807226613638,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature49","x29",0.0556160340375956,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature50","x57",0.0553584765784087,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature51","x105",0.0540713124794299,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature52","x58",0.0516618846414669,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature53","x86",0.0472269479475639,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature54","x90",0.0318169578802178,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature55","x44",0.00786976933742032,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature56","x74",0.00380015472235161,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature57","x76",0.00346599285624031,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature58","x51",0.0033806655574015,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature59","x18",0.00338060185325476,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature60","x59",0.00275147694525118,"4544_GeographicalOriginalofMusic"
"S3",6,"Feature61","x62",0.00266357743021929,"4544_GeographicalOriginalofMusic"
