"Data","n","p","Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM","Mean_CORR","High_Corr_Count"
"542_pollution",60,16,"S3",1,0.75933571043852,0.0889885910271913,0.118126337837638,27.6376128437585,0.505577335264716,9,399.755999999994,"x9","x14","x1",0.99999751735034,0.990097967311827,0.849283458891976,0.259989261744639,1
"547_no2",500,8,"S3",1,0.721949584804511,0.0788890505278812,0.0980481003644548,302.311185244541,0.51623208609173,8,939.687999999995,"x3","x1","x2",1,0.999998990418404,0.999812479467034,0.156166637111891,0
"556_analcatdata_apnea2",475,4,"S3",1,0.272982717737961,0.0544689591023479,0.0962629257100305,190.059736458133,-0.129123695372237,6,541.177000000011,"x1","cos_deg(x1)","x1*x1",0.999217773114833,0.998217611904152,0.99821684123707,0,0
"557_analcatdata_apnea1",475,4,"S3",1,0.292313252319433,0.0477881858510276,0.0778293235957855,178.48485861328,-0.23733258323055,4,611.486999999994,"sigmoid(x2)","sin_deg(x2)","x2",0.997188308779091,0.994414395492143,0.666670275992277,0,0
"560_bodyfat",252,15,"S3",1,0.997447511940053,0.00561841996579551,0.0141840852424445,482.403125689329,0.994353521238905,5,472.535000000003,"x1","sin_deg(x1*x7)","x1*x7",1,1,0.999999997977042,0.52407767859823,12
"561_cpu",209,8,"S3",1,0.997292893052009,0.00585081456519061,0.0150920056893015,566.792915606145,0.988452160694111,9,642.255999999994,"x4*x4","x3","(x4*x4)*x5",1,1,1,0.33916022500809,0
"562_cpu_small",8192,13,"S3",1,0.98429660366614,0.0252530381327375,0.0341888014707555,11944.0070425593,0.968787309663083,20,13909.611,"(sin_deg(x10)*x6)*x3","p0(x12)","x6",1,1,1,0.230519031072177,1
"573_cpu_act",8192,22,"S3",1,0.990590798036596,0.0194226711964796,0.0264931979658277,13566.7975282072,0.981257297126975,18,10173.01,"x21","x18","x10",1,1,1,0.239802137947572,8
"579_fri_c0_250_5",250,6,"S3",1,0.87434345732175,0.0900990366759838,0.107684717796406,141.139433558222,0.758494213369657,9,485.349000000017,"x4","sin_deg(x1)","x1",1,0.999999999999989,0.999999999758829,0.0506630705224724,0
"581_fri_c3_500_25",500,26,"S3",1,0.845632986586637,0.0762324773165681,0.0990969416197924,325.671240291415,0.699700119931253,7,1031.65899999999,"x4","x3","cos_deg(x5)",1,0.999999999997629,0.999939072287377,0.0546327574308692,2
"582_fri_c1_500_25",500,26,"S3",1,0.922266185734446,0.0587785572001987,0.0777645341249203,249.050495562532,0.847864127408426,11,825.996000000014,"sin_deg(p0(1+(sigmoid(x4)+cos_deg(x1))))*sigmoid(x2)","sin_deg(x3)","((x2*(x2*x2))*x2)*x3",1,1,1,0.0402194801995182,1
