"Data","n","p","Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM","Mean_CORR","High_Corr_Count"
"583_fri_c1_1000_50",1000,51,"S3",3,0.0891321020382616,0.139685434635472,1.80868116714668,968.895857645896,-84.0994463146457,21,2097.37299999999,"x1*x1","x2","sigmoid(x3)",1,1,1,0.0267338277895624,1
"584_fri_c4_500_25",500,26,"S3",3,0.836285803316942,0.0739903309660892,0.0917986494632469,300.778061000783,0.699042754874345,12,916.064000000013,"sigmoid(x4)","sigmoid(x2)","cos_deg(x2)",0.999999999097349,0.999999564245982,0.999999404211536,0.0553081310437619,2
"586_fri_c3_1000_25",1000,26,"S3",3,0.987018907687365,0.0180078277589843,0.0238544957931015,1330.88754087684,0.973784973435631,22,1542.834,"sigmoid(cos_deg(x1))","p0(sigmoid(x3))","sigmoid(x1*(x2*x2))*sin_deg(x2*x2)",1,1,1,0.0404609164216473,2
"588_fri_c4_1000_100",1000,101,"S3",3,0.990294601576129,0.017400591746301,0.0215205151010409,1640.89172964441,0.979601861457007,11,2908.878,"x3","x4","cos_deg(x2*x1)",1,1,1,0.0263662518022845,2
"589_fri_c2_1000_25",1000,26,"S3",3,0.984792849324,0.0257254191038456,0.0326284839797377,1098.29987951502,0.969663111293963,18,1727.46100000001,"x2","sigmoid(x1)*sigmoid(x1)","(x2*x2)*x1",1,1,1,0.0348767166122119,1
"590_fri_c0_1000_50",1000,51,"S3",3,0.978477968923972,0.0293001949946276,0.0375027443921303,1311.50781179474,0.95737477762162,6,1784.25400000002,"troot(troot(sigmoid(sin_deg(x4))))","x5","sigmoid(x3)",1,1,1,0.0250759678270012,0
"591_fri_c1_100_10",100,11,"S3",3,0.875738429190582,0.107866445261913,0.12890352338063,27.0856945300302,0.713018355527765,7,421.583000000013,"x4*x5","cos_deg(x2)","x2",0.99977244160753,0.98058789674719,0.723090489915566,0.100477215451482,1
"592_fri_c4_1000_25",1000,26,"S3",3,0.985447709335154,0.0234911115825869,0.0291414168296758,1267.27732463083,0.971091241641637,12,1719.59999999998,"p0(cos_deg(x3*sigmoid(x1)))","p0(p0(troot(sin_deg(sigmoid((x1*cos_deg(x2))*x2)))))","sigmoid(x1)*(x3*troot(1+sin_deg(x22)))",1,1,1,0.0481237920902837,2
"593_fri_c1_1000_10",1000,11,"S3",3,0.858763357263968,0.0800981303500114,0.102660710216603,592.541682588557,0.735153628028623,8,1704.13399999999,"sigmoid(x2*x2)","x2*x2","cos_deg(sin_deg(x2))",1,1,0.999999999999999,0.054043094964599,1
"594_fri_c2_100_5",100,6,"S3",3,0.815017681519264,0.0950413013118198,0.1303408697375,24.4484283099599,0.655671342346615,5,383.222000000009,"x1*x2","cos_deg(x1*x2)","sigmoid(x2*x1)",0.999999600462554,0.999999466727012,0.999997172946512,0.312844707699979,1
"595_fri_c0_1000_10",1000,11,"S3",3,0.937294026708815,0.0541139426297683,0.0657562628947655,910.34680459744,0.878236820792114,4,913.681000000011,"x2*x1","x4","x5",1,1,1,0.020451902677856,0
"596_fri_c2_250_5",250,6,"S3",3,0.788082908001849,0.121247051585383,0.145854973913503,59.8147929456878,0.610485119792013,7,810.978999999992,"x2","cos_deg(x2)","x4",1,1,0.999999999999967,0.310290168005418,1
"597_fri_c2_500_5",500,6,"S3",3,0.828055392968137,0.0851408970485571,0.117876018111941,212.50366619604,0.682470085364234,8,634.371000000014,"sigmoid(x2)","sin_deg(x2)","x3",1,1,1,0.294667706012778,1
"598_fri_c0_1000_25",1000,26,"S3",3,0.97346251941675,0.0374254002293423,0.0463367108831785,1149.03925538669,0.947110311435515,7,1062.55499999999,"sin_deg(x3)","x5","troot(sin_deg(x3))",1,1,1,0.0260605029910167,0
"599_fri_c2_1000_5",1000,6,"S3",3,0.861530237422155,0.0839524183202743,0.108365722901258,480.110253561709,0.740813121147235,9,2180.26699999999,"x2","x5","sin_deg(x2)",1,1,1,0.276608493752262,1
"601_fri_c1_250_5",250,6,"S3",3,0.812032741706145,0.0906079373647359,0.126687604004848,121.024183145889,0.624910902745811,7,953.671000000002,"sin_deg(x2)","x5","x4",0.999997890637373,0.999991142028687,0.999232420940768,0.14911272804801,1
"602_fri_c3_250_10",250,11,"S3",3,0.599995235276364,0.111116822921939,0.129851321970073,85.1767780891251,0.31317571237906,6,433.962,"x4","x3","x2",0.999999921525184,0.999995734375931,0.999717732994819,0.164897979095035,2
"603_fri_c0_250_50",250,51,"S3",3,0.820789335678032,0.0531744612049019,0.147647789099538,235.559917101165,0.373609711528615,6,603.266000000003,"sigmoid(x5)","(sin_deg(x2)*x1)*(sin_deg(x2)*x1)","troot(p0(p0(x3)))",1,1,1,0.0492289039509375,0
"604_fri_c4_500_10",500,11,"S3",3,0.881810525781943,0.066271143662099,0.0861720471421163,336.220525727572,0.777325839539694,13,1113.54299999998,"sigmoid(x2)","x3","x2*x2",0.999999999955917,0.99999999978339,0.999999999753132,0.18311580938671,2
"605_fri_c2_250_25",250,26,"S3",3,0.809254448883371,0.109189841744751,0.13786988739356,96.8247377776285,0.614622232300923,6,589.773999999976,"x2","cos_deg(x2)","x4",1,0.999998357375154,0.999994615459952,0.0611440213881474,1
"606_fri_c2_1000_10",1000,11,"S3",3,0.912096103256705,0.0630733704237232,0.0855580533212737,636.485978242165,0.831577672723849,17,2037.568,"x4","x5","sin_deg(x1)",1,1,1,0.0747005654730325,1
"607_fri_c4_1000_50",1000,51,"S3",3,0.914254496381885,0.0442853814111997,0.0583140405108197,1000.51305521343,0.833375111578482,14,2166.424,"x1","troot(sigmoid(x1))","troot(sin_deg(x2))",1,1,1,0.0299746590452734,2
"608_fri_c3_1000_10",1000,11,"S3",3,0.892254315001851,0.0559472570010902,0.071434649428845,769.041557232672,0.795733416276841,10,1649.92300000001,"sigmoid(sin_deg(x2))","x4","p0(cos_deg(sigmoid(x2)))",1,1,1,0.135391640984522,2
"609_fri_c0_1000_5",1000,6,"S3",3,0.897945975170814,0.0707990173131761,0.0861731028275426,727.185064079515,0.805606939884565,6,1380.01199999999,"x2","x4","x5",1,1,1,0.0242958741999402,0
"611_fri_c3_100_5",100,6,"S3",3,0.845135567191466,0.0889870229624218,0.106049523379026,47.6946748677213,0.657031479387439,8,399.986000000004,"x5*x5","x2","sigmoid(x2)",0.999999999999771,0.999999999896989,0.999999999866171,0.545198106748698,2
"612_fri_c1_1000_5",1000,6,"S3",3,0.694328822277108,0.125202787729235,0.145716329878781,366.072430655974,0.478666232160492,9,1570.38699999999,"x2","troot(x2)","sin_deg(x2)",1,1,0.999999999999979,0.160539507058489,1
"613_fri_c3_250_5",250,6,"S3",3,0.806578210939649,0.0863975460661933,0.114391427165983,130.57807109575,0.643668950824324,9,780.837,"x2*x2","sigmoid(x2)*x2","x5",0.999997733709001,0.999716010382254,0.983945335385998,0.539339557401223,2
"615_fri_c4_250_10",250,11,"S3",3,0.554256129705549,0.111601987078741,0.148823176205627,114.305565537844,0.235048842831119,6,429.882000000012,"x1","sigmoid(x1)","sin_deg(sigmoid(x1))",0.999999994998543,0.999999992591059,0.999999992578554,0.175961909773079,2
"616_fri_c4_500_50",500,51,"S3",3,0.848341035177421,0.0656023112160525,0.0893337455812736,321.826520020441,0.705407555895505,11,989.508000000002,"cos_deg(x2*x2)","x5","x2",0.999999999630036,0.999999998286643,0.99999853536733,0.0418240973090118,2
"617_fri_c3_500_5",500,6,"S3",3,0.865173074533068,0.0673951613433253,0.0900447819774666,352.977911361278,0.734934330712335,9,422.410000000003,"x5*x5","x2*x2","sin_deg(x2)",1,0.999999999886246,0.99999998119582,0.554686397454268,2
"618_fri_c3_1000_50",1000,51,"S3",3,0.522814795915927,0.120142701525779,0.151394973470443,508.485940311572,0.258448465552997,11,1382.31599999999,"x43","cos_deg(x1)","x5*x5",1,1,1,0.0286173365822498,2
"620_fri_c1_1000_25",1000,26,"S3",3,0.939018273554794,0.0361448510000146,0.0676324342406597,1031.96620678141,0.875941453249037,11,1640.02099999998,"cos_deg(x2*x2)","p0(x3)*x3","x5*cos_deg(x2*x2)",1,1,1,0.0304821346207317,1
"621_fri_c0_100_10",100,11,"S3",3,0.986537921621617,0.0434799579455793,0.0556849418694524,103.369824600501,0.95291436120539,8,390.77800000002,"sigmoid(x1*x2)","x5","x3",1,1,1,0.0793482276769348,0
"622_fri_c2_1000_50",1000,51,"S3",3,0.989984132313373,0.0227644096323715,0.0290490505400818,1368.0545683763,0.979917518673206,10,1601.10800000001,"sin_deg(1+sin_deg(x3))","p0(cos_deg(x2*x1))","sin_deg(x5)",1,1,1,0.0277565600218395,1
"623_fri_c4_1000_10",1000,11,"S3",3,0.938006620895234,0.03856904054831,0.0507240199796252,944.774496626145,0.879772526676997,17,2668.78599999999,"sigmoid(x2)*x2","cos_deg(x2)*x1","x1*sigmoid(x2)",1,1,1,0.168064207056904,2
"624_fri_c0_100_5",100,6,"S3",3,0.87510980285841,0.0720133305154304,0.0871362603362354,56.4175898903625,0.733607689349939,9,920.494000000006,"troot(x2)","sin_deg(x1)","x1",0.999999999968537,0.958742225375601,0.791724291171362,0.0427249217697754,0
"626_fri_c2_500_50",500,51,"S3",3,0.786047259720181,0.0922634524933809,0.120802140614086,248.011412520798,0.614375382966097,9,1048.29699999999,"x2","sigmoid(x2)","x3",0.999999999999986,0.999999999996289,0.999999999988542,0.038817319869931,1
"627_fri_c2_500_10",500,11,"S3",3,0.952247612261257,0.0491540441120182,0.0614000899217473,347.619147383937,0.90675278421621,16,1393.61199999999,"x4","x3","p0(sigmoid(sin_deg(x2)))",1,1,1,0.0816411288666567,1
"628_fri_c3_1000_5",1000,6,"S3",3,0.867694112317566,0.0647089380018162,0.0835133321941721,632.914752650267,0.75217792375839,9,496.944,"x2*x2","x2","x4",1,1,1,0.540232489701932,2
"631_fri_c1_500_5",500,6,"S3",3,0.849808618431407,0.0799283164401259,0.109232734509442,260.538660946066,0.716129429586834,9,854.6,"cos_deg(x2*x2)","sigmoid(x2)","cos_deg(x3)",1,1,1,0.148650701183621,1
"633_fri_c0_500_25",500,26,"S3",3,0.980782590694507,0.0304773076986929,0.0388076376118673,607.872826333933,0.961178689294536,7,697.364,"x4","x5","sin_deg(x2)*x1",1,1,1,0.0380119449309093,0
"634_fri_c2_100_10",100,11,"S3",3,0.872135659210445,0.0975837762047433,0.136606884335744,20.9419762755937,0.705671433938144,7,355.584,"sigmoid(x2)","x4","x3",0.999999987711927,0.999999987711269,0.999999987585755,0.137672033773961,1
"635_fri_c0_250_10",250,11,"S3",3,0.933482952491073,0.069458170298384,0.083046884372527,187.599677894677,0.866425381084075,6,430.732,"x2*x1","cos_deg(x2*x1)","x5",1,1,0.999999791427155,0.0557688273289419,0
"637_fri_c1_500_50",500,51,"S3",3,0.862359812213835,0.0550370082491666,0.0976308833886191,231.250835698073,0.679340827927571,13,870.667,"p0(sigmoid(sin_deg(x5)))","(sigmoid(x1)*sin_deg(x3))*cos_deg(x1)","troot(sigmoid(x4))",1,1,1,0.0362446318855656,1
"641_fri_c1_500_10",500,11,"S3",3,0.860693992175276,0.0701574564771054,0.106698114329031,300.389541379848,0.700279310339252,12,773.550999999999,"sigmoid(x2)","x5","sin_deg(x2)",1,1,1,0.0640710249342872,1
"643_fri_c2_500_25",500,26,"S3",3,0.827834434734454,0.0852609700607038,0.118014000710839,236.558484578353,0.676921352388955,11,838.871,"sigmoid(sin_deg(x2))","sigmoid(x4)","sigmoid(x2)",1,1,0.999999999908457,0.0409195728764403,1
"644_fri_c4_250_25",250,26,"S3",3,0.858269634138948,0.0723812564872273,0.0917171172452301,146.33987331975,0.710224636748505,6,469.710999999999,"x2","sigmoid(x2)","x4",0.999999999813774,0.999999999705296,0.999999996462021,0.0706351290205303,2
"645_fri_c3_500_50",500,51,"S3",3,0.802527694686013,0.0686768900811638,0.0864003662321046,338.83013371044,0.635925212804032,9,977.504999999999,"cos_deg(x1*x1)*cos_deg(x1)","cos_deg(cos_deg(x1*x1))","x3",1,1,0.999999817323048,0.0400944727098031,2
"646_fri_c3_500_10",500,11,"S3",3,0.806997502620723,0.0749021651287625,0.0961849619920978,356.829039395217,0.646619586748639,6,591.964,"x2","sigmoid(x2)","x4",1,1,1,0.143726821095189,2
"647_fri_c1_250_10",250,11,"S3",3,0.794412194657083,0.103702811558547,0.140322332272406,99.2630876677505,0.627859190191123,6,407.529999999999,"sigmoid(x2)","x2*(x2*x2)","x2",1,0.999999999864949,0.999999999862292,0.105092023137299,1
"648_fri_c1_250_50",250,51,"S3",3,0.983350757613166,0.0363917058261531,0.0418396168301212,235.377249728865,0.964340867339983,12,575.638000000001,"p0(sigmoid(x3)*cos_deg(x3))","(x2*x1)*p0(1+cos_deg(sin_deg(x1)))","cos_deg(sigmoid(x2*x1))",1,1,1,0.0524052676038903,1
"649_fri_c0_500_5",500,6,"S3",3,0.921703697886367,0.0587453724238229,0.0734673850048102,389.824951740054,0.839305364889558,9,932.472,"x4","troot(x1)","x5",1,1,0.731047387580734,0.033420874972634,0
"650_fri_c0_500_50",500,51,"S3",3,0.927650884843755,0.0572891120546838,0.0763420547254213,408.41026285762,0.859755445303156,8,908.541000000001,"cos_deg(x3)","x4","sigmoid(x5)",1,1,1,0.0372228812317422,0
"651_fri_c0_100_25",100,26,"S3",3,0.776082713907643,0.121765781068008,0.137000986250826,45.9940690253978,0.591861458145855,9,362.889999999999,"x4","x2","sin_deg(x2)",0.999999999995183,0.999522169019895,0.999463408910525,0.0796563707277795,0
"653_fri_c0_250_25",250,26,"S3",3,0.974613724250236,0.0340189996599716,0.0439458454066288,242.790087588614,0.946622646491647,8,443.957,"x3","sigmoid(x3)","x5",1,1,1,0.0557357575290344,0
"654_fri_c0_500_10",500,11,"S3",3,0.920558738138776,0.0637021595680559,0.0767292949941661,427.664012238396,0.843580269975412,6,660.928,"x2*x1","sin_deg(x4)","cos_deg(x2*x1)",1,1,1,0.0371529389327794,0
"656_fri_c1_100_5",100,6,"S3",3,0.805523124110665,0.117345987272831,0.145143658434721,28.6799662482056,0.647167987833284,7,405.108000000002,"sin_deg(x1)","sigmoid(x1)","x5",0.999484327090285,0.999346021523905,0.953526248171677,0.152743589367343,1
"657_fri_c2_250_10",250,11,"S3",3,0.900724022674882,0.086798129716701,0.106374064821712,86.718150813876,0.806200982015909,11,595.73,"x3*x4","x3","x2*x2",0.999999999999892,0.999999999953674,0.999999962314937,0.108590938453923,1
"658_fri_c3_250_25",250,26,"S3",3,0.748614613178298,0.0746443867601773,0.0998690016511363,161.029587532499,0.556816765017322,7,553.047000000002,"sigmoid(x2)","sin_deg(x2)","x2",0.999999999999944,0.999999999998673,0.999999999998469,0.0698440848342794,2
"659_sleuth_ex1714",47,8,"S3",3,0.896465088077959,0.0480136539176244,0.0753503843271476,39.6946990760304,0.774298305291282,8,327.467000000001,"x3*x6","x2","x1",0.999001896814582,0.785074086265885,0.76676237235886,0.450515133423406,0
"663_rabe_266",120,3,"S3",3,0.997895569343003,0.0133327133578042,0.0182629973396464,217.852072362395,0.995514044915329,5,456.863000000001,"x1","x2*x2","x2*x1",1,1,1,0,0
"665_sleuth_case2002",147,7,"S3",3,0.583856003788868,0.116036376090192,0.185945265985518,35.2822170524326,0.30263474925907,3,322.378000000001,"x6","x5","x5",0.999988763714817,0.571030327368701,0.544173814702211,0.176673527028864,0
"666_rmftsa_ladata",508,11,"S3",3,0.86853866908348,0.048620159009948,0.0625989815253771,495.433595282419,0.7496099969929,5,625.984999999997,"x1*x1","x10*x2","x9",1,0.99999045857609,0.955953807994302,0.425887775249786,6
"678_visualizing_environmental",111,4,"S3",3,0.55397300132844,0.114832769788269,0.161358954416598,34.5045797987906,0.236453396527053,3,306.440999999999,"x1","x2","x3",0.999811915967247,0.189475157152943,0.139826979648679,0.446990248788918,0
"687_sleuth_ex1605",62,6,"S3",3,0.830228577712399,0.115741111887199,0.139077061029024,17.1046464134963,0.592591300099807,5,305.411,"x5","x4","x2",0.999628307824158,0.228600727271898,0.204969831325632,0.250949751082405,0
"690_visualizing_galaxy",323,5,"S3",3,0.958702409342567,0.0440685503294981,0.0627228097886884,319.607872458851,0.916523745614178,8,753.107,"sigmoid(x2)","cos_deg(x2)","x4",1,1,0.999999949661651,0.255754858205335,1
"695_chatfield_4",235,13,"S3",3,0.93774901663931,0.0638971246451953,0.0873678899707463,233.135890353166,0.846489704618416,6,396.641,"x12","cos_deg(x6)","x3",1,0.996493758136969,0.996493676511828,0.748700997402412,51
"706_sleuth_case1202",93,7,"S3",3,0.792212329410392,0.0993450571812384,0.12716375411324,38.7044861646896,0.60102687896316,7,326.857,"x5","x3*x5","x1",1,0.996774554424113,0.178412703214301,0.296128288066476,0
"712_chscase_geyser1",222,3,"S3",3,0.863389046144804,0.108020429075399,0.129627235930544,124.328455987778,0.742649154932333,3,357.742999999999,"x2","x2","x1",0.667645373174204,0.666740470728685,0.49815675520493,0.0835543380949102,0
"auto_insurance_losses",159,24,"S3",3,-0.725283984616751,0.227499880529925,0.294205617950122,51.9367182199652,-1.93533931861571,7,409.316999999999,"x7*x1","x6","x21",0.999997543030277,0.999995935939639,0.944605260051192,0.323849053040194,15
"auto_insurance_price",193,24,"S3",3,0.95551833903362,0.0392770460978724,0.0560554873772894,160.004465433682,0.87856629558433,10,496.784,"x7","x18*(x1*x15)","x3",0.99999999999998,0.999999999863814,0.999984215017612,0.285088648343759,13
"first_principles_ideal_gas",30,4,"S3",3,0.990751701935113,0.0354592364657972,0.0743910286877094,48.7392941130214,0.919498808192123,5,411.008000000002,"x3*x3","x3","sigmoid(x3)",0.999998371983498,0.99999508769879,0.998672504232938,0.0881101198278046,0
"first_principles_newton",30,4,"S3",3,0.959405156547319,0.0682000731202751,0.0771650532566754,2.5800924615553,0.910843486324969,6,342.607,"p0(x3)","troot(x2)","troot(x1)",0.99963459290518,0.999627894563869,0.999456071859541,0.325908266648953,0
"first_principles_planck",100,3,"S3",3,0.721592350297702,0.0301502514752373,0.100444059217608,73.8105439246601,0.417039161049452,5,281.589,"x1*x2","x1","sin_deg(x1)",0.999999999785026,0.999991916654242,0.999428172290041,0.00818782759614746,0
"first_principles_rydberg",50,3,"S3",3,0.997576541589884,0.0256721367205488,0.0307598499065738,63.0500342942348,0.993672918672334,5,411.41,"x2","cos_deg(x1)","x1*x1",0.999976725017339,0.80282785725402,0.802760334736164,0.569022775410477,0
"nikuradse_1",362,3,"S3",3,0.950231431300228,0.076982912152324,0.093578265201653,177.64869617055,0.90234333849165,4,711.690999999999,"x2","x2*x1","sigmoid(1+(x1+(x2+(x1+(x2*x1)))))",1,1,1,0.152571125019066,0
"solar_flare",1066,10,"S3",3,0.456612624368167,0.0536153249973528,0.10661533866821,751.525278091492,0.182104491355135,2,910.227000000003,"x3*x1","x4",NA,0.999999595089877,0.703276184800596,NA,0.209493041264626,0
"strogatz_bacres1",400,3,"S3",3,-0.161145583129137,0.195077927948644,0.243320517656895,888.920529133197,-1.30412736544321,5,761.661,"x2","(x2*x1)*cos_deg(x2)","x2*x1",1,1,1,0.0245198014527286,0
"strogatz_bacres2",400,3,"S3",3,0.961655429926945,0.445964255486657,0.452954573830943,935.036282154846,-1.32080308282508,5,334.192000000003,"x2","troot(x1)","cos_deg(x2)",1,1,1,0.0245198014527286,0
"strogatz_barmag1",400,3,"S3",3,0.119354221885009,0.468741072639712,0.479655474336784,389.884224663043,-13.7994788435782,4,333.485000000001,"x2","x2*x2","x1",1,1,0.999999999998057,0.00683849284926243,0
"strogatz_barmag2",400,3,"S3",3,-0.609608793483215,0.270734805590979,0.30692138649553,278.280273584125,-12.2376410591681,5,718.66,"x2","x1*x2","(x1*x2)*(x1*x2)",1,1,0.999999999999986,0.00683849284926243,0
"strogatz_glider1",400,3,"S3",3,-0.994835777293831,0.279365432732716,0.329367150424595,32.7468051365883,-1.48437671074422,2,392.311000000002,"x1","x2",NA,0.99990216566633,0.384319355445557,NA,0.563772484434818,0
"strogatz_glider2",400,3,"S3",3,0.90439002035368,0.0851077109898381,0.0997414314494206,391.356881761935,0.627803604884429,3,636.469000000001,"x1","p0(x1)","x2",1,1,0.17837159686392,0.563772484434818,0
"strogatz_lv1",400,3,"S3",3,-0.469902935445501,0.411383394216702,0.432042250788096,820.006635792088,-68529.0717575142,5,333.474999999999,"x1","troot(x1)","x2*x2",1,1,0.999999999999998,0.904019972050547,1
"strogatz_lv2",400,3,"S3",3,0.418178727857166,0.109776870490401,0.208875512099023,10287.5985055722,-1584.09962885484,4,315.173999999999,"x1","x1*x2","x2",1,1,1,0.904019972050547,1
"strogatz_predprey1",400,3,"S3",3,0.179104853182805,0.137386093872537,0.146904159345076,677.112649252006,-15.215881051476,5,330.798000000003,"(x2*x1)*(troot(x2*x1)*(x2*x1))","x1","x2*x1",1,0.999999999999997,0.999999999999666,0.41360727465672,0
"strogatz_predprey2",400,3,"S3",3,0.666149890804718,0.547790980209531,0.583959299606552,429.292565207769,-3.70104221402351,4,773.753999999994,"x1","x2","x2*x1",1,1,1,0.41360727465672,0
"strogatz_shearflow1",400,3,"S3",3,-0.144124319571976,0.151450688262699,0.15714928833596,399.628184725044,-7.92066866902941,5,345.071000000004,"x2*x2","x1","sin_deg(x1)",1,0.999995511658305,0.99999482241518,0.672621916216022,0
"strogatz_shearflow2",400,3,"S3",3,0.104473692215558,0.145224023143961,0.217370030541466,194.730818419684,-0.89044345364766,5,832.582000000002,"x1","cos_deg(x2)","p0(1+(x2+x1))",0.999999999999999,0.999999980832357,0.999999973606768,0.672621916216022,0
"strogatz_vdp1",400,3,"S3",3,-0.219798522298715,0.260944180176178,0.305672159096222,363.426778761361,-17.1241191752333,5,335.410000000003,"x1","x2","p0(x1)",1,1,1,0.51130748299378,0
"strogatz_vdp2",400,3,"S3",3,-1,0.552554201992151,0.611048263836758,10316.8494293171,-3.04479447237006,3,317.642,"x1","x2","x2",1,0.999919009028893,0.999919009028893,0.51130748299378,0
"_deprecated_195_auto_price",159,16,"S3",4,0.87080855801144,0.0598775712324108,0.0897769784430944,127.528145366082,0.718506989446719,10,641.071,"x8*x7","x9","x10",0.999999999995429,0.993197636218282,0.992991865885548,0.380661948618152,11
"_deprecated_207_autoPrice",159,16,"S3",4,0.87080855801144,0.0598775712324108,0.0897769784430944,127.528145366082,0.718506989446719,10,636.330999999999,"x8*x7","x9","x10",0.999999999995429,0.993197636218282,0.992991865885548,0.380661948618151,11
"1027_ESL",488,5,"S3",4,0.943183116044651,0.047155126802541,0.0608376337726884,459.716121155382,0.88907339744342,8,704.579,"p0(x1)","x4*x1","x2",0.9806878568241,0.915570887844572,0.768877411753327,0.585962704350161,0
"1028_SWD",1000,11,"S3",4,0.641045737066057,0.161359560120423,0.206634674923347,79.2933462958221,0.410886641924479,7,1565.23,"x9","x8","x5",0.999999930091492,0.999994149372297,0.998427284161029,0.126556494295518,0
"1029_LEV",1000,5,"S3",4,0.709233564776526,0.127021994207459,0.164259293498923,318.283551320143,0.492988659411357,4,1533.786,"x1","x2","x3",1,1,1,0.0511735377999165,0
"1030_ERA",1000,5,"S3",4,0.650130421411269,0.155808650834339,0.195326908072646,143.308490071602,0.418407688732591,8,1579.909,"x1","x3","x2",1,0.755204230682281,0.697918307727088,0.0707040092319293,0
"1089_USCrime",47,14,"S3",4,0.843814871120652,0.125905607680794,0.153816751786961,33.2113465679096,0.6399503926966,10,620.368999999999,"x13","x1","x3",0.999999968392346,0.996869373191193,0.994401185804121,0.328885802455492,1
"1096_FacultySalaries",50,5,"S3",4,0.965886076182172,0.0598941356247139,0.084163271103944,38.7277139445974,0.833282398952226,4,490.809999999999,"x2","x3","x4",0.775208984611498,0.764768187453149,0.719041570957587,0.543057953672732,3
"192_vineyard",52,3,"S3",4,0.891538932575397,0.0694727036297608,0.0834953747277393,25.1486159043029,0.748783881326723,4,475.933999999999,"x1","x1*x2","x2",0.998730523119312,0.967163633842668,0.661767397927544,0.722479253020938,0
"197_cpu_act",8192,22,"S3",4,0.988283004493439,0.0182666233596986,0.024760852402058,13613.8895172161,0.976685523140882,28,17558.543,"cos_deg(x21)","troot(x16)","x10",1,1,1,0.239802137947572,8
"210_cloud",108,6,"S3",4,0.813685878344137,0.0528444951656826,0.0990997424828812,123.450963554464,0.65802229320941,5,658.240999999995,"x4","x3","x2",1,1,0.279028478239141,0.295149673934701,1
"225_puma8NH",8192,9,"S3",4,0.816362031910533,0.103428136600504,0.134021749674169,3617.19597919891,0.666273451956352,9,4980.08,"sigmoid(x2)*x3","x3*(x3*x2)","cos_deg(x2)",1,1,1,0.00673705326593091,0
"227_cpu_small",8192,13,"S3",4,0.91860881223209,0.0414062031633251,0.0641682422807756,7498.08718986217,0.84342054449981,20,15904.52,"sigmoid(troot(x3))","troot(x12*x6)*(x10*x10)","troot(x3)",1,1,1,0.230519031072177,1
"228_elusage",55,3,"S3",4,0.868219885933808,0.0864724244941223,0.111592657134056,26.4266332058196,0.749000249603561,4,467.346000000005,"x1","x1","cos_deg(x1)",0.666666569806051,0.666666489420134,0.496348009624028,0.247939285177505,0
"229_pwLinear",200,11,"S3",4,0.946809526931489,0.0510935925901966,0.0652655934796807,155.226231606395,0.895036740984221,11,778.347000000009,"x1*x6","x2*x1","x5",1,0.999999999999293,0.999999719747475,0.0590043406393893,0
"230_machine_cpu",209,7,"S3",4,0.965467748901355,0.0245175256820968,0.0401103644269846,276.866889917618,0.904046956140231,8,690.579999999987,"cos_deg((x2*x3)*x6)","x3","(x2*x3)*x6",0.999999999999939,0.9999999949365,0.999999476611535,0.460526636911951,0
"294_satellite_image",6435,37,"S3",4,0.897366847216937,0.117581534649331,0.160854536553846,1761.37853566847,0.804587757679618,28,10761.918,"cos_deg((x7*x14)*cos_deg(x16))","x9","x10*x16",1,1,1,0.495801038234992,174
"4544_GeographicalOriginalofMusic",1059,118,"S3",4,0.913002081889988,0.0459111448937497,0.0606178204417825,1053.46848635323,0.82269499935775,12,3096.209,"x42","x99","x100",1,1,1,0.263397249089202,988
"485_analcatdata_vehicle",48,5,"S3",4,0.821869466462322,0.115878074366481,0.159360252879641,10.206030997839,0.654488286731579,4,455.672999999995,"x1","x3","x2",0.999999593098105,0.906086143559418,0.420825841600973,0,0
"503_wind",6574,15,"S3",4,0.882607866105962,0.0579824378071963,0.0739729526966807,5750.38987771264,0.778791273303325,16,10481.9,"x5*x13","x2","x10",1,1,1,0.487403396146681,28
"505_tecator",240,125,"S3",4,0.998138922713021,0.00821442779069094,0.012294827934581,548.104879849367,0.99626327292712,31,1124.027,"x123","x124","x62",1,1,0.999999834447993,0.78566953131616,5883
"519_vinnie",380,3,"S3",4,0.895380854907763,0.0826686293335222,0.103268089518824,240.516803983643,0.791604685012921,2,443.299000000014,"x2","x1",NA,1,0.136080027553497,NA,0.127748304527852,0
"522_pm10",500,8,"S3",4,0.547757334726544,0.137018611657694,0.171312370282496,124.590759135306,0.288001627354673,3,556.255999999994,"x3","x3*x1","x1",0.998582978531631,0.924218822324781,0.118555581002313,0.159611851945435,0
"523_analcatdata_neavote",100,3,"S3",4,0.938526233391302,0.0875861081392985,0.152474533121648,69.1592391397335,0.879706207628282,2,471.887000000002,"x1","x1",NA,0.660999232610806,0.660942751560951,NA,0.174165595143352,0
"527_analcatdata_election2000",67,15,"S3",4,1,5.89027027849113e-17,1.25455238140942e-16,1802.76686173073,1,12,469.376999999993,"x1","x2","x3",1,1,1,0.563604691194534,31
"529_pollen",3848,5,"S3",4,0.888616264391925,0.0495090344603696,0.0629095897090383,3903.01575464272,0.789555111039571,5,4106.57999999999,"x1","x2","x3",1,1,0.999999998241795,0.279639616167561,1
