"Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S6",25,0.89472616754529,2.81725367626119,4.50813387265403,-980.357520792815,0.799408250868736,13,3701.932,"p3(x6)*x9","p0(p0(x13))*(x9*x11)","p3(x6)",1,1,1
"S1",26,0.894919054609073,2.85744744181269,4.49524601791862,-965.340886928853,0.800553515013647,20,5059.98,"x6*x10","p0(x13)*x10","x1",1,1,0.999999592795244
"S2",26,0.889531059951761,2.94262280618978,4.60216551794486,-969.534873635678,0.790953006939439,11,4764.052,"x10*x6","x10*p0(x13)","x6",1,1,1
"S3",26,0.822500667697457,3.66208461464318,7.00335424019796,-973.201542811914,0.515903831704785,19,5544.977,"x6*x10","x1*exp_dbl(x13)","x9*x13",1,0.999999999999985,0.999999999865057
"S4",26,0.868422548886949,3.10089578689581,5.24942636676499,-969.599242055056,0.728016127241322,19,4518.04,"x9*sigmoid(x13)","(x13*x9)*x5","x6*x9",1,1,0.999999999999937
"S5",26,0.847488697265318,3.28800367683114,5.91163166189852,-978.547916030437,0.655067441482853,17,3892.153,"x10*(exp_dbl(x13)*x10)","x6","x11",1,0.999999999999998,0.999999999999785
"S6",26,0.826644798782323,3.4360109019839,7.02523921690835,-973.409802448699,0.512873573224423,18,3783.614,"sigmoid(x13)*x1","x9*p3(x6)","p3(x6)",1,1,1
"S1",27,0.835747992682561,3.4568934826997,6.78646659695755,-962.42315204939,0.545423596314122,26,5103.98,"x6*x10","exp_dbl(x13)*x1","x1",1,0.999999999999973,0.999999783615886
"S2",27,0.818880014007974,3.60055130299507,6.98899040293172,-967.840512560445,0.517887551954558,16,5073.726,"x1","x6*x10","x6*x6",1,1,1
"S3",27,0.808326867040449,3.85884905891553,6.96364917500108,-976.376551519195,0.521377375654785,15,5759.7,"x6*p0(x13)","x6","x10",0.999999999976914,0.999999999810934,0.999999999765597
"S4",27,0.894910002491386,2.86017511719011,4.49540756200029,-965.340886928853,0.800539179879126,17,4219.308,"p0(x13)*x10","x6*x10","x13",1,1,0.999999998692818
"S5",27,0.857672120402231,3.15972580784535,5.66839761379484,-963.421982261434,0.682867997493873,17,4363.671,"exp_dbl(x13)*x1","x1","x6*x6",0.999999999940626,0.999999442487741,0.999999023157355
"S6",27,0.898639891680849,2.71999627425475,4.41722347259246,-981.372778616552,0.807416888412581,11,3846.193,"x10*p0(x13*x10)","x10","p3(x6)",1,1,1
"S1",28,0.885212743038269,2.94116895065159,4.68390929821691,-975.74514035996,0.783460858848472,18,4818.506,"x11","x6*x9","x1",1,1,0.999073725144804
"S2",28,0.871197330412845,3.03044121556271,5.14937897349974,-968.462137395551,0.738284666856238,18,5014.555,"p3(x6)","x6*x9","x9*sigmoid(x13)",1,1,1
"S3",28,0.726615034174929,4.12790673395254,10.9254914123738,-980.353246152174,-0.178152249483797,18,6102.698,"exp_dbl(x13)*x3","x6*x3","x11",1,1,0.999999999989986
"S4",28,0.893825184367848,2.80350327885789,4.51640518917263,-977.270718937036,0.798671502596294,11,4241.149,"p3(x6)","p3(x9)","p3((x11*(x6*x6))*x5)",1,1,1
"S5",28,0.870064570824088,3.06087681516732,5.1966378034838,-969.569082299322,0.733458797058394,18,3981.161,"sigmoid(x13)*x9","(x5*x13)*x9","x11",1,0.999999999999999,0.999999999999978
"S6",28,0.806620653003504,3.80475102791084,7.05417083204947,-974.84752954261,0.508853105374093,15,3856.223,"x10*x6","x6","x10",1,1,1
"S1",29,0.814945018399397,3.59987296930285,6.86084123134586,-967.066013916206,0.535405359620842,20,5399.184,"exp_dbl(x13)*x1","x6*x10","x6*x6",1,0.999999999999994,0.999999999999717
"S2",29,0.894890010148933,2.85504305406707,4.49586589758888,-965.340886928853,0.800498505189876,19,4877.603,"x1","x6*x10","x10*p0(x13)",1,1,1
"S3",29,0.879548869365182,2.83239243282193,4.81288865664712,-971.471839759126,0.771371121451585,24,6156.799,"exp_dbl(x13)*(x13*x9)","x11","x13*x9",1,0.999999999999999,0.999999999999992
"S4",29,0.820980135335335,3.56948947136471,6.80243668040514,-971.822871975947,0.543281637826614,11,4034.398,"x6*x6","x6*x10","x11",1,1,1
"S5",29,0.837074047742847,3.43738866971844,6.06792479474608,-983.080528349873,0.636587521264745,16,4225.221,"x10*(exp_dbl(x13)*x10)","x10*x6","x10*x13",1,1,0.999999319871904
"S6",29,0.813886577418034,3.67444448360699,7.2895382787552,-972.320149575961,0.475531392175761,10,3548.226,"x10","(x6*x6)*sigmoid(x13)","x6*x10",1,1,1
"S1",30,0.837328859167915,3.33160506832737,6.40197179370676,-964.923173754468,0.595473506909276,19,5460.586,"x9*p3(x6)","p0(x6)","x1",0.999999993625154,0.999999977871913,0.999999877914579
"S2",30,0.819564640371311,3.56140859715578,6.94533174754064,-964.390003515467,0.523892035509725,16,5128.32,"x10*x6","sigmoid(x13)*x1","x6*x6",1,1,1
"S3",30,0.827789352214423,3.4284731844143,6.72032599806482,-963.853884371715,0.554240981452006,15,5855.788,"troot(x6)","x1*sigmoid(x13)","x6",1,1,1
"S4",30,0.861063682944056,3.18316204306852,5.51072959725297,-973.207599991349,0.700264861126231,18,4083.485,"x10*sigmoid(p0(x13))","x10*x6","x1",1,1,0.999998833052918
"S5",30,0.863590322683803,3.08805078820744,5.25487573804791,-979.204489068186,0.727451147260981,20,3852.17,"x9*exp_dbl(x13)","x10","x10*x6",1,1,1
"S6",30,0.863243441605512,3.12425178947248,5.27262864949013,-980.865905294132,0.725606495144216,11,3896.338,"x5*(exp_dbl(x13)*x9)","x6","x1",1,0.999999999999873,0.999999996104421
