"Experiment","Run","Correlation","MAE","RMSE","Time","FirstFeature","SecondFeature","ThirdFeature","FourthFeature","FifthFeature"
"P1",23,0.900676722355524,2.74729462085144,4.37924258565095,469.163,"x6","x1","x11","x5","x8"
"P1",24,0.86707143095448,3.12043811959758,5.20528296817248,492.625,"x12","x8","x9","x6","x11"
"P1",25,0.896077461741512,2.82282872512845,4.47409645654749,475.459000000001,"x13","x9","x6","x8","x11"
"P1",26,0.88305350536589,2.99820008408491,4.7398718603238,656.858,"x12","x8","x9","x13","troot(x13)"
"P1",27,0.885129092269947,2.90046479440044,4.77970233749004,446.202000000001,"x13","x9","x11","x8","x1"
"P1",28,0.82763851217059,3.54987668165742,6.4858534913205,469.035,"x1","x8","x11","x6","x5"
"P1",29,0.807005851624616,3.80044862809107,7.03324437141306,552.428,"x13","x10","x11","x1","x6*x10"
"P1",30,0.829941802635476,3.44324554585352,6.67305063022438,448.331,"x6","x11","x10","x1","x6*x10"
"P2",1,0.834550979590262,3.48876512486398,6.71141993522036,459.727999999999,"x6","x8","x7","x13","x10"
"P2",2,0.892710259242688,2.90546840108387,4.55224283533107,467.170000000002,"x6","x6*x9","x1","x8","p0(x13)*x9"
"P2",3,0.894112233637431,2.88168422895396,4.5114253672757,462.641,"x11","x8","x6","x10","x5"
"P2",4,0.834215779188115,3.3788917907369,6.474135591335,483.496000000003,"x10","x9","x5","x11","x1"
"P2",5,0.865002744126713,3.1134890046414,5.41751267705859,464.108,"x13","x11","x9","x10","x6"
"P2",6,0.900887291237307,2.82234783378716,4.38125845123832,485.664000000001,"x6","x11","x13*x9","x10","x6*(x9*x6)"
"P2",7,0.89090422752972,2.88732783801668,4.57754636103857,477.319,"x8","x9","x1","x5","x11"
"P2",8,0.767771190579849,3.90835218274596,8.90861686949568,471.632999999998,"x9","x13","x10","x1","x11"
"P2",9,0.800382483795511,3.78934091121346,7.69462891486228,470.272000000001,"x1","x13","x11","x6","x8"
"P2",10,0.872240946756787,3.03783563547431,5.13939872456345,480.264999999999,"x13","x9","x10","x6","x11"
"P2",11,0.892192585010208,3.00532002827466,4.55162796798896,454.464,"x13","x11","x6","x1","x8"
"P2",12,0.880810785461358,3.0728172637599,4.8169479727665,463.061999999998,"x5","x9","x6","x8","x1"
"P2",13,0.893384619640376,2.9239581828737,4.53019829985076,481.18,"x6","x10","x11","x13","x6*x10"
"P2",14,0.900591464883324,2.59437053060871,4.37730924751437,460.690999999999,"x6","x12","x8","x11","x5"
"P2",15,0.802840179750348,3.87360202514212,7.34787286814001,443.466,"x6","x1","x13","x11","x8"
"P2",16,0.895088735357127,2.84513716335036,4.49152959596317,526.558000000001,"x9","x10","x6","x12","x1"
"P2",17,0.863076202969593,3.15747366929012,5.17008431770519,474.002,"x11","x1","x9","x6","x8"
"P2",18,0.828578910610485,3.43460625151674,6.77607476077433,447.071,"x10","x12","x1","x8","x11"
"P2",19,0.868583703180061,3.07345889111467,5.18294024736848,428.096000000001,"x9","x11","x10","p3(x6)","x8"
"P2",20,0.844366646766989,3.33715266801998,6.08257358607167,467.299999999999,"x1","x9","x8","x9*x6","x1*exp_dbl(x13)"
"P2",21,0.856514693425492,3.18461714642114,5.41935994371792,507.43,"x5","x13","x1","x9","x6"
"P2",22,0.833295217093643,3.43611714686586,6.46038677337777,451.024999999998,"x9","x1","x8","x6","x12"
"P2",23,0.899054484446372,2.78085535386028,4.4119398021982,478.613000000001,"x10","x9","x1","x8","x13"
"P2",24,0.89562403026869,2.90723013490997,4.48414614339265,545.434999999998,"x1","x8","x5","x11","troot(x13)*x9"
"P2",25,0.849130120395931,3.24130004873007,5.78338088323259,499.542000000001,"x1","x10","x9","x11","x12"
"P2",26,0.841488485653906,3.34413909361194,6.04967104342965,511.335999999999,"x7","x1","p3(x6)","x8","x12"
"P2",27,0.870688829181673,3.03647392909278,5.16000703191691,476.288,"x11","x9","x6*x9","sigmoid(x13)*x9","x9*x13"
"P2",28,0.88507979980914,2.95842409326975,4.7618379872978,632.052,"x1","x11","x6","x8","x10*x6"
"P2",29,0.866918062750455,3.08812859111682,5.28109743119676,645.899999999998,"x8","x1","x10","x9","x11"
"P2",30,0.894822739063849,2.85177544726673,4.49727929294016,653.327999999998,"x11","x12","x1","x6","x13"
"P3",1,0.827603215272644,3.59614605022302,6.5518020321965,610.349999999999,"x1","x12","x10","x6*x10","x6"
"P3",2,0.891978196152961,2.87755690906059,4.55442892480806,606.794999999998,"x1","x11","x10","x9","x6"
"P3",3,0.891947160098035,2.84670866069425,4.5558258122067,703.762999999999,"x13","x11","x6","x9","x10"
"P3",4,0.897401893217159,2.72305318783752,4.44195109781787,611.065999999999,"x6","x11","x9","x5","(x9*x6)*sigmoid(troot(x13))"
"P3",5,0.879183781911321,2.82941947918699,4.81980267267521,603.698000000004,"x1","x10","x9","x6*x9","(x13*x9)*exp_dbl(x13)"
"P3",6,0.800872493768077,3.8021493643447,7.11524862648159,711.057000000001,"x6","x8","x1","x13","x11"
"P3",7,0.838436298480085,3.450705525171,6.58333762047638,646.512000000002,"x10","x13","x12","x9","x11"
"P3",8,0.836967712566732,3.39692093111812,6.35451574106802,637.444000000003,"x8","x5","x6","x13","x11"
"P3",9,0.838714913095656,3.37712173024436,6.13698431919206,620.329999999994,"x6","x10","x8","x11","x1"
"P3",10,0.893732891696863,2.92185655069508,4.51836368198491,620.302000000003,"x13","x1","x9","x8","x11"
