"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S4",8,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0389628906172103,0.0602146544209159,-96.7669448270558,0.99987749155361,2,2386.94400000002,"troot(x4*x4)","x2*x4",NA,1,0.991487831663417,NA
"S5",8,FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.038769348039467,0.0589392326158368,-96.7669448270558,0.999882626355447,3,2237.10800000001,"troot(x4*x4)","x4*x2","x4",0.999999999999975,0.965326640446658,0.115591487280187
"S6",8,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0389625234803728,0.0601934256194225,-96.7669448270558,0.999877577919598,2,2255.86900000001,"troot(x4*x4)","x4*x2",NA,1,0.999929534861994,NA
"S1",9,FALSE,FALSE,FALSE,FALSE,4,0.279984609013674,0.279984609013674,0.0386528981328226,0.0541842318889008,-101.896843541979,0.999900800957936,4,2287.96000000002,"troot(x4)*troot(x4)","x2*x4","x2",1,0.956946724062284,0.154766361511901
"S2",9,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0389620080919382,0.0601928508096877,-96.7669448270559,0.999877580257696,2,2355.64299999998,"troot(x4*x4)","x4*x2",NA,1,0.993092167980916,NA
"S3",9,FALSE,FALSE,FALSE,FALSE,3,0.371839007534399,0.371839007534399,0.0402320863403383,0.0619985921850727,-96.7669448270558,0.999870125080356,3,2123.54099999997,"troot(x4*x4)","x2*x4","x2",1,0.999999920049812,0.19520494211767
"S4",9,TRUE,FALSE,FALSE,FALSE,1,0.453213554521817,-0.0935728909563669,0.0343569419121457,0.0421533694522813,-94.5244319535552,0.999939961998737,2,2187.40000000002,"troot(x4*(x4*x6))","x2",NA,1,0.354028231755309,NA
"S5",9,FALSE,FALSE,FALSE,FALSE,6,0.536396673097503,0.536396673097503,0.061952664026423,0.199867679407591,-99.877214903911,0.998650270388262,6,2303.38799999998,"troot(x4*x4)","x4*x3","x4",0.999999971133122,0.768266147838825,0.355885662389067
"S6",9,FALSE,FALSE,FALSE,FALSE,3,0.985488592981159,0.985488592981159,0.093056777124996,0.341627331065531,-99.5125191073178,0.99605663613891,3,2230.88600000006,"x4","x10*x4","troot(x4)*x4",0.999999908651313,0.999999240467812,0.999528932030269
"S1",10,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0438506824564296,0.0769952891569775,-94.3406692127019,0.999799695851295,2,2277.49900000001,"troot((x4*x4)*x7)","x4",NA,0.999999751238379,0.161568783982861,NA
"S2",10,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0449732896459173,0.0762922824464676,-94.3406692127019,0.999803336913097,1,2156.34100000001,"troot(x7*(x4*x4))",NA,NA,1,NA,NA
"S3",10,FALSE,FALSE,FALSE,FALSE,3,0.985488592981159,0.985488592981159,0.0932296304139095,0.342774759760791,-99.5125191073179,0.996030102386635,3,2298.05099999998,"x4","x4*troot(x4)","x4*x10",1,1,0.984602086240616
"S4",10,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0438560537808792,0.0770027467487647,-99.4705679276249,0.99979965704739,2,2432.76500000001,"troot(x4*x4)*troot(x7)","x4",NA,1,0.161560367494923,NA
"S5",10,FALSE,FALSE,FALSE,FALSE,3,0.371839007534399,0.371839007534399,0.0401640312007815,0.0627264895288041,-101.896843541979,0.99986705757332,3,2101.71600000001,"troot(x4)*troot(x4)","x4*x2","x2",0.999999999999992,0.999999997851689,0.181487351611734
"S6",10,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0439229461071917,0.0771267460909257,-94.3406692127019,0.999799011293894,2,2233.79999999999,"troot((x4*x7)*x4)","x4",NA,1,0.161325395294463,NA
"S1",11,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0321608796892537,0.0330016651408598,-94.5244319535552,0.999963201226621,1,2420.68699999998,"troot((x6*x4)*x4)",NA,NA,1,NA,NA
"S2",11,TRUE,FALSE,FALSE,FALSE,2,0.276981452303876,-0.0845278215441859,0.0333814608253567,0.0426791734036669,-94.5244319535552,0.999938454878274,3,2194.28899999999,"troot((x4*x6)*x4)","x2","x6",1,0.378243638000132,0.154657144046407
"S3",11,TRUE,FALSE,FALSE,FALSE,1,0.50221070672575,0.00442141345149907,0.0314698368997138,0.0345122791460073,-99.6543306684783,0.999959755279382,2,2279.98099999997,"troot(x6)*troot(x4*x4)","x10",NA,0.998759141855166,0.30213144565534,NA
"S4",11,FALSE,FALSE,FALSE,FALSE,4,0.267238121297937,0.267238121297937,0.0360278080459183,0.0514995442190684,-96.7669448270559,0.999910387538501,4,2194.66600000003,"troot(x4*x4)","x4*x2","x6",1,0.952939422870795,0.192687405029917
"S5",11,FALSE,FALSE,FALSE,FALSE,3,0.404503775670354,0.404503775670354,0.0388983710451251,0.0607507083598213,-96.7669448270559,0.999875300610203,3,2138.47399999999,"troot(x4*x4)","x2*x4","x10",1,0.973940076921738,0.177297434717188
"S6",11,FALSE,FALSE,FALSE,FALSE,3,0.371839007534399,0.371839007534399,0.0400821823345384,0.0619530704999901,-96.7669448270558,0.999870315728386,3,2267.66399999999,"troot(x4*x4)","x4*x2","x2",1,0.98051375541138,0.178045655580489
"S1",12,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0446962802674234,0.0764629117367125,-94.3406692127019,0.999802456247144,1,2222.43099999998,"troot((x4*x7)*x4)",NA,NA,0.999379194279298,NA,NA
"S2",12,TRUE,FALSE,FALSE,FALSE,1,0.453213554521817,-0.0935728909563669,0.0340534975708215,0.0410640246660589,-94.5244319535552,0.999943024957198,2,2321.891,"troot((x4*x4)*x6)","x2",NA,1,0.332366590262715,NA
