"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P6",9,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.038642539067663,-96.7669448270558,0.999879546468413,2,NA,"troot(x4*x4)","x4*x2",NA,0.972894843229092,0.972853421475059,NA
"P1",10,FALSE,FALSE,FALSE,FALSE,4,0.531616614779402,0.531616614779402,0.0311734625455348,-96.7669448270558,0.999958382480725,4,NA,"troot(x4*x4)","x2*x4","x6",0.942009116210997,0.876598264606524,0.26514651551304
"P2",10,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0443768199135559,-94.3406692127019,0.999804720804863,1,NA,"troot(x4*(x7*x4))",NA,NA,0.998688351438958,NA,NA
"P3",10,FALSE,FALSE,FALSE,FALSE,5,0.865852860767065,0.865852860767065,0.072768990335752,-99.5125191073178,0.997159779865447,5,NA,"x4","troot(x4)*x4","x4*x10",0.650277683048256,0.590680304145884,0.5878434065916
"P4",10,TRUE,FALSE,FALSE,FALSE,2,0.303616174165044,-0.0445757387524339,0.0327824027774681,-94.5244319535552,0.999941051003659,3,NA,"troot(x6*(x4*x4))","x2","x10",0.892993712098812,0.246549256220344,0.196641013161356
"P5",10,FALSE,FALSE,FALSE,FALSE,7,0.602230497235946,0.602230497235946,0.0642359193395086,-99.5125191073178,0.998056532763669,7,NA,"x4","x4*x10","x4*troot(x4)",0.696587141563897,0.559551049957403,0.55100347000794
"P6",10,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0308798861270822,-94.5244319535552,0.999967626850047,1,NA,"troot(x4*(x6*x4))",NA,NA,0.90285359684893,NA,NA
"P1",11,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0436883062062064,-94.3406692127019,0.99980787286458,2,NA,"troot(x4*(x7*x4))","x4",NA,0.918792559828747,0.150025264800291,NA
"P2",11,TRUE,FALSE,FALSE,FALSE,1,0.996429648845025,0.992859297690051,0.0325702658389879,-94.5244319535552,0.999960414073949,2,NA,"troot(x4*(x4*x6))","x4",NA,0.987231545496838,0.106226049973683,NA
"P3",11,FALSE,FALSE,FALSE,FALSE,5,0.837533780050602,0.837533780050602,0.0400372445298318,-100.717970320674,0.999893647536807,5,NA,"troot(x4*x4)","x4","x7*x4",0.994064466212615,0.768886561181669,0.481469689916229
"P4",11,TRUE,FALSE,FALSE,FALSE,3,0.738672634702098,0.651563512936131,0.0313648150890059,-99.6543306684783,0.999965542044645,4,NA,"troot(x4*x4)*troot(x6)","x4*x8","troot(x4*x4)",0.699339825011301,0.240025856419941,0.240012549112199
"P5",11,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0385739848557376,-96.7669448270558,0.999872448292567,2,NA,"troot(x4*x4)","x4*x2",NA,0.999814800389424,0.990442577463624,NA
"P6",11,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0321778543762587,-94.5244319535552,0.999962965733832,1,NA,"troot(x4*(x4*x6))",NA,NA,0.998679098183758,NA,NA
