"Experiment","Run","Correlation","MAE","RMSE","Time","FirstFeature","SecondFeature","ThirdFeature","FourthFeature","FifthFeature"
"S2",27,0.772425954368452,1.4820801784665,2.0482777397995,3594.951,"x4","x5","x8","exp_dbl(x5)","x7"
"S3",27,0.765801787489397,1.49781134546946,2.07337793259748,3471.514,"x6","exp_dbl(x5)*x4","x5","exp_dbl(x5)","x9"
"S4",27,0.754836473621229,1.51772984614871,2.11520614790892,3495.979,"x5","x7","exp_dbl(x5)","exp_dbl(x4)","x6"
"S5",27,0.754374186689015,1.52436842749344,2.11656837271969,3888.779,"exp_dbl(x5)","x6","x9","x8","x4"
"S6",27,0.766737087066942,1.49891625427253,2.07004551498634,3680.479,"x4","x5","x5*x5","x5*x4","x7"
"S1",28,0.764860545557077,1.50122522465074,2.07696902168959,3076.152,"x6","x4*exp_dbl(x5)","troot(x7)","x8","x9"
"S2",28,0.765058777736174,1.50040992136463,2.07639127346201,3655.33,"x4","x5","troot(x7)","x5*x5","x5*x4"
"S3",28,0.769784020072597,1.48964676873589,2.05856778619974,3418.782,"x5","troot(x7)","x4*x5","exp_dbl(x5)","(x4*x5)*x4"
"S4",28,0.767305924842011,1.51834086061005,2.06835969060353,4111.653,"x4","sigmoid(troot(x5))*x4","x6","x5","x7*x3"
"S5",28,0.755815415716732,1.51663240036053,2.1120025715117,3828.517,"exp_dbl(x5)","x5","x7","exp_dbl(x4)","x6"
"S6",28,0.754862199059011,1.51989987834502,2.11484211205898,3336.801,"x4","x5","x6","x8","x9"
"S1",29,0.754808854958854,1.51781602100735,2.1153138847816,2974.256,"x5","exp_dbl(x4)","x7","exp_dbl(x5)","x6"
"S2",29,0.75544884137017,1.51675907558057,2.11308089622744,3869.374,"exp_dbl(x4)","exp_dbl(x5)","x7","x6","x5"
"S3",29,0.756685466311557,1.5041745933591,2.10905755565037,3645.918,"x4","x5","x5*x5","x7*p0(x5)","x6"
"S4",29,0.765153207629229,1.50017492356988,2.07606383180176,3572.572,"x5","x5*x5","sin_deg(x4)*x5","x6","x4"
"S5",29,0.764882121649258,1.50237732580104,2.07679126885601,3195.509,"x4","x4*x5","x5","x6","sin_deg(x5)"
"S6",29,0.765058515888036,1.50040353318069,2.07639217562703,3476.323,"x4","x5","x5*x5","x8","troot(x7)"
"S1",30,0.765188836782838,1.4990516826654,2.07573659639965,2795.964,"exp_dbl(x5)","x4*exp_dbl(x5)","x5","troot(x7)","x6"
"S2",30,0.751014516724763,1.54157371832079,2.1294430025557,3726.613,"exp_dbl(x4)","exp_dbl(x5)","x7","sin_deg(x6)","x5"
"S3",30,0.765186214206815,1.50018010336879,2.07594007042982,3761.162,"x4","x5","x6","troot(x7)","x5*x5"
"S4",30,0.763217935048614,1.50719736879993,2.08330688998685,3378.913,"x4","x5","p0(x5)*x7","p3(x5)","x6"
"S5",30,0.754813908247489,1.51776421882718,2.11529573402136,3388.976,"exp_dbl(x4)","x7","x5","exp_dbl(x5)","x6"
"S6",30,0.761672754349847,1.52651062462725,2.08911436364025,4377.734,"x5","x6","x4","exp_dbl(x5)","exp_dbl(x5)*x4"
